"","ISO3","r0_100","r100_200","r200_300","r300_400","r400_500","r500_600","r600_700","r700_800","r800_900","r900_1000","r1000_1100","r1100_1200","r1200_1300","r1300_1400","r1400_1500","r1500","rTOT"
"1","AGO",0.000330116403799393,92.8902829052573,635.053962830912,722.883709587784,653.110594620206,394.665975519906,253.398928128503,170.777572061439,122.248077238136,96.169066681212,73.5938840833853,55.7961404922311,42.3570729421613,32.8353773459175,26.1010243317692,28.5423643237067,3400.42436320893
"2","ARE",6.7964896642427,600.974485036951,731.512966361992,471.70539934194,294.279586409799,187.017766917193,119.934183715561,85.7077681679866,63.3284000472849,44.8210649448807,32.8051988940926,25.0024038039654,19.180123767995,15.6484948759943,13.0723533712466,14.0395919085208,2725.82627722965
"3","ARG",3.97910510190825,102.460625882202,130.428501284158,76.8323905772138,42.7683308165422,24.0371347580933,13.8329692897997,8.64780586260189,5.9069951487047,4.19993980391054,3.14645649570845,2.46878090694479,2.00494603504188,1.68347556333577,1.48695298511274,2.07001814288191,425.95442865416
"4","ARM",16.1647295323791,211.91931332997,227.825843490522,119.619254525565,78.3135651693653,55.143275144379,37.0456047270816,26.730045593904,19.4520056520914,14.4209718613963,11.3152906459993,9.43923050106181,8.12350202616216,7.24292150444674,6.72321470830345,9.95985033831818,859.438618750945
"5","AUS",1.71228987779394,33.142038697992,158.603106403514,306.340836914463,278.185013229602,184.047469029408,106.474386434337,69.0817998710876,47.7088043487155,34.4768432069588,25.2243215245834,18.994853517301,14.6665183381752,12.0936047325285,10.4681252456358,12.7258247118981,1313.945836084
"6","AUT",1.18896479890302,34.8911490045904,29.380518722102,19.8873760935377,12.0891821836245,7.5958481299412,4.57303515427174,2.96038993940219,2.09902744981534,1.52842000057544,1.19703464718479,0.983354955292031,0.800477443870708,0.697539732113483,0.635611235829597,1.05200553518278,121.559935026237
"7","AZE",20.3421467398591,455.343815432551,508.080498620343,324.543917419362,178.955303129755,110.257157969725,70.2206756820162,49.432356987053,35.9401436218576,25.9174486028168,19.7561496578919,15.5791766980501,12.6704505557549,10.5898285171923,9.32722158230451,12.4466075041502,1859.40289872068
"8","BEL",1.49095274307284,65.0710264887794,39.2092018704187,19.5895725413312,11.4651842883682,6.72882584848058,3.80587060853441,2.34291508901703,1.58159749338184,1.06811945893804,0.772527433957854,0.580399288161398,0.450734227647065,0.375866346499545,0.320520602312832,0.332544645457951,155.185858974359
"9","BEN",0,3.64266587367013,17.4285819762002,18.351250121098,9.53077330076874,4.20258461521111,2.0428413052781,1.13559997822225,0.705872810176455,0.46805380828366,0.32138625975951,0.224466291487376,0.175496185977722,0.137226734389458,0.119850825315941,0.152970620688029,58.6396207065267
"10","BFA",0,446.285269632524,914.923644063222,695.684749042752,373.775320665536,197.62246331156,112.767608680483,66.0968662728044,38.9527019685151,24.1892888912793,15.791346473235,11.357957686987,9.02214059141824,7.5310666937449,7.03871437001217,8.99283078828022,2930.03196913235
"11","BGD",0.0727520603078713,123.525239614817,245.140282729747,196.084368236828,108.676121777713,57.8836384436251,36.888355555101,25.4527308272808,18.3480803051408,13.5544277277558,10.3242077003242,8.04314858684485,6.38870048049798,5.26640711612285,4.48052988969716,5.63996891081724,865.768959962621
"12","BGR",0.639689516662407,22.3546479481594,95.82881317336,155.459619093038,208.471938117814,169.486080660934,78.9735480801547,35.1119944766396,20.8175736949146,13.871198953496,10.2716542553635,7.71336732279789,6.03279521227859,4.75596680554417,4.05110676289679,4.03534031962491,837.875334393679
"13","BHR",2.74534802552823,284.26005709373,320.278470630688,182.083141522912,96.6076115503465,61.797691088054,39.8982198157708,29.4443595338813,23.5908115573167,18.5574192423697,14.9216656079203,12.3810016105364,9.81098501185887,8.34575875459076,7.16036055198432,8.58358893808502,1120.46649053557
"14","BIH",0,0,273.206778967798,480.70465121519,446.348300828647,302.244943709814,168.574977348063,91.7092106303189,61.453784611129,47.2469032962983,36.8707010654343,30.0413454803437,24.7302049198978,20.691016177747,17.3774717316743,18.9986643810026,2020.19895436336
"15","BLR",4.54495902084326,300.56181260781,431.426512898563,476.543895137925,395.086961768924,208.567030537105,106.675375483959,63.4305250872328,42.1865150002062,29.0710334457225,20.8738653497223,15.6705567642207,12.093065711641,9.89753848856741,8.58493830685983,10.1781343465958,2135.3927199559
