"","ISO3","species","r0_100","r100_200","r200_300","r300_400","r400_500","r500_600","r600_700","r700_800","r800_900","r900_1000","r1000_1100","r1100_1200","r1200_1300","r1300_1400","r1400_1500","r1500","rTOT","emis_ty"
"40","ESP","CO2",0.0815353604330725,0.111662954877924,0.165015937327256,0.186779532366338,0.187996231443362,0.120635235549044,0.0595040327492521,0.0288232206336889,0.0166951911089485,0.0110410056336423,0.00800104974812903,0.00616352274092816,0.00484275818103104,0.00396834329101463,0.00337167767934186,0.00396394623702739,1,66651102.2320219
"41","EST","CO2",0.00160151290774038,0.0632048842983053,0.102355183893853,0.266189797357257,0.249309336437601,0.144504226469609,0.0645416198375611,0.0353038283247814,0.020458273151436,0.0137656790017419,0.0103696425355434,0.00813526677247078,0.00640091066690374,0.00518378306499135,0.00434509283807887,0.0043309624421257,1,12706702.6965532
"42","ETH","CO2",0,0.123198275015894,0.298011479072565,0.255381208081084,0.133706185273835,0.072044135832002,0.0408073618038653,0.0244089416261695,0.0155926760972149,0.0108384926205952,0.0078204736261805,0.00560352594900028,0.00405506998775625,0.00306658586163953,0.00257015066019395,0.00289543849200545,1,3757.33683
"43","FIN","CO2",0.0073491302741507,0.179042377219469,0.245432236596464,0.213949758038258,0.144363755256455,0.0826421831906222,0.0416024068260529,0.0246354693508852,0.017433581808996,0.0122515845238897,0.00872649910628341,0.00657296697652539,0.00499275342709468,0.00393898675640358,0.00334896397544858,0.00371734667300127,1,23465870.1568227
"44","FRA","CO2",0.0103304660572129,0.323745311534663,0.229088820651564,0.181075812176662,0.113638194307848,0.0555557761295348,0.028121984789734,0.0169768705162282,0.0116023343155123,0.0080401692478989,0.005852497157409,0.00448270244868384,0.00345584274691145,0.0028011206903018,0.00241473395122604,0.00281736327861122,1,29558864.0104509
"45","GAB","CO2",0,0.0506581435412103,0.139315476680181,0.171748276627205,0.162551307160609,0.120048228088269,0.085515563949409,0.0649069728092967,0.0498413791502952,0.0379598770717794,0.0296329041502118,0.0236595006560833,0.0187977610872512,0.0154200919740635,0.0134620829644588,0.0164824340896766,1,761473.96083
"46","GBR","CO2",0.0122198931174057,0.229188375030624,0.243611389089673,0.266605696760064,0.139657712392856,0.0490629357825736,0.0217746045896,0.0124770317288494,0.00786004279152671,0.00507682306389981,0.00357237136866202,0.00261731838364435,0.00195468814648165,0.00156507017994899,0.00131017265732456,0.00144587491686656,1,89949816.2330751
"47","GEO","CO2",0.0110892465197293,0.26127563278713,0.266855922705625,0.112317908955283,0.0674846266784375,0.0521007444655843,0.0411224391221087,0.0349025982490253,0.0304481084562455,0.0252065871186458,0.0212377419423485,0.018341276119982,0.0153504545766823,0.0139418829684393,0.0122193476692304,0.0161054816655035,1,974644.37961
"48","GHA","CO2",2.12419708060693e-05,0.0586060709061419,0.187430149344363,0.215873463956731,0.168348872650539,0.106126158536309,0.0718768226233022,0.0507538967777469,0.0353227078850956,0.0251424644422759,0.0183483873669663,0.0142364194250464,0.0118281905340421,0.0103550523276078,0.00957993567816514,0.0161501655748618,1,5188888.80723
"49","GIB","CO2",0,0.134466473362861,0.364326837844803,0.321091404653355,0.111273714219791,0.0317985774830027,0.0175009742728643,0.00931515523354613,0.00461419195595427,0.00243438254166442,0.00116041820729591,0.000711782796132518,0.000464482008289695,0.000371455807014467,0.000274117349653707,0.0001960322637717,1,159307.72182
"50","GNQ","CO2",0,0.0458772576306273,0.13762793053925,0.172231761852424,0.170319603942523,0.13140648275426,0.0907963899705713,0.0655556808015432,0.0506700233521056,0.0389974959163621,0.0286593878219984,0.0211456257723043,0.0153307826211655,0.0117484139684387,0.00936790775672957,0.0102652552996961,1,632782.92021
"51","GRC","CO2",0.00267990207033657,0.0619667967690983,0.238851242804102,0.262598340123656,0.170496186662665,0.0917335448744261,0.0495797490563789,0.0316666407279784,0.0231918062564767,0.0175548321732253,0.0132002146940051,0.0103846855924739,0.00817954475417492,0.00653792128316698,0.00533011662314127,0.00604847553469546,1,32191418.2872407
"52","GRL","CO2",0,0.112678180035145,0.248594843679154,0.212705615508304,0.125737087852517,0.0752998270863741,0.057839806264886,0.0465525879668131,0.034578909744505,0.0251601752529748,0.018017773480761,0.0130715868989758,0.00974058811061271,0.00772761448476007,0.00644119001186907,0.00585421362234748,1,85853.6339999999
"53","GTM","CO2",0.0129163400413459,0.286182094951716,0.268446378444328,0.197442804278158,0.0997175230771323,0.0578554435541395,0.0294386665420483,0.016641501366199,0.0102514147582582,0.006553440963654,0.00438657641384759,0.00310983844431781,0.00226823329611906,0.0017523693646183,0.00144668219257601,0.00159069231154286,1,10332280.63648
"54","GUY","CO2",0.000386579063265817,0.204296359517255,0.359344435907867,0.23619558054969,0.119100314061714,0.0462055241468328,0.0158690414361179,0.00838090848141983,0.00416713783345438,0.00226298954688152,0.00146815364412438,0.000790861950416054,0.0005162562239338,0.000384317490724481,0.000298331589862528,0.000333208556440897,1,946033.986560001
"55","HKG","CO2",0.000391958897186015,0.0244698468200561,0.116660875850078,0.183979689193497,0.199733925816527,0.140263201204692,0.0963496812503666,0.0798287190853854,0.0584989820909116,0.0359681207232946,0.0221288659694378,0.0143211613520525,0.00956668143111966,0.00695191307832184,0.0053104392453292,0.00557593799174547,1,31030766.40977
"56","HND","CO2",0.00440391160533492,0.254924604873442,0.282603082092067,0.179351975845739,0.100875707234372,0.057366837058293,0.0355700575956956,0.0232892960395705,0.0159673871459829,0.0115044231147846,0.00861546613136495,0.00665564888426176,0.00532441462600046,0.00447085711049432,0.00393966345593608,0.00513666718666108,1,3798766.23833
"57","HRV","CO2",0.00197483285832324,0.0968654614638481,0.120118234317301,0.108785155363378,0.2150295710521,0.193418523435917,0.0955482066800831,0.0446022039678483,0.0281992909735944,0.0203220143958046,0.016274282327835,0.0136635864174315,0.0113387198321048,0.00984343385028278,0.00921871970570861,0.014797763358441,1,2314000
"58","HTI","CO2",0,0.0289631785029709,0.259606526670963,0.28516155065456,0.193124310317816,0.0890642029178238,0.0541931409196397,0.0303100426541786,0.018598657335461,0.0125164172862611,0.00877831301658067,0.00616533710769626,0.00464662495287411,0.00357809737433712,0.00284958621009852,0.00244401407873819,1,829114.574970001
"59","HUN","CO2",0.00120433219415733,0.117508187740399,0.262313095034312,0.244725428826583,0.138959213890075,0.0785057033468145,0.0447080165005272,0.0278046599623986,0.0202379306256841,0.0153537720842434,0.0119847855231137,0.00991907961724267,0.0082622270276416,0.00694088215979841,0.00591033699497795,0.00566234847203276,1,13442661.8540774
"60","IDN","CO2",3.16284348126511e-05,0.0251742071696421,0.130926929195504,0.173120647017382,0.160634322136826,0.11447237147367,0.0833681556527364,0.0702342544293055,0.0603189857398841,0.0469705397634906,0.03554748930894,0.027754044677265,0.0218230940666632,0.0176767552833341,0.015024054626732,0.0169225210238117,1,217780420.208023
"61","IND","CO2",8.1436303829507e-05,0.00737991698951975,0.0860175967696095,0.276601116917956,0.262518199284338,0.14554776338536,0.070227368262464,0.042938625742674,0.0299169342136485,0.0221452212235443,0.0165667160772526,0.0122859240268335,0.00926152197300278,0.00711892650756713,0.00568017874778822,0.00571255357461145,1,1185786920.02422
"62","IRL","CO2",0.0148363977022321,0.263679183386308,0.251522679583139,0.212658801985476,0.13177779597258,0.0571769264213061,0.0251621357068291,0.0137339325447378,0.00858300217272207,0.00568448513364119,0.0041403726796668,0.00314166252055151,0.00243737446776279,0.00196733636610539,0.00161564817637188,0.00188226518056998,1,10621387.68739
"63","IRN","CO2",0.013809030917362,0.256401321163964,0.292913979680903,0.154505535681359,0.0924015415798799,0.0579522505572554,0.0361265567154376,0.0247201002105603,0.017958203618263,0.0130800158730252,0.00992907220863918,0.00782538211371678,0.00632745315938917,0.00532892764018095,0.00466813168276099,0.00605249719730317,1,157020533.35333
"64","IRQ","CO2",0.00207976704979049,0.256473322415378,0.341791218335768,0.164357657841776,0.0867525235513692,0.0489510699590161,0.0294868017103086,0.0193049417803616,0.0135642778041555,0.00975149584986837,0.00723302004315849,0.00555437283589469,0.0043874785431297,0.00356564550144075,0.00299898733358736,0.00374741944499721,1,60917109.62951
"65","ISL","CO2",0,0.262862295021127,0.393052364370069,0.22156483501392,0.0655973357316035,0.0209220279864436,0.0126021359674391,0.0083392996464257,0.00519154763434931,0.0033392328940799,0.00220930856264723,0.0014523686913703,0.00103170063328981,0.000739387867689516,0.000577938385167621,0.000518221594378947,1,1780.4748
"66","ISR","CO2",0.00176804867046715,0.0868431100188107,0.164973992534331,0.225219398496887,0.185322796971324,0.124818777610672,0.0704562478942258,0.0403833613302902,0.0278913084795029,0.0200105344914678,0.0146612826041702,0.0110828326880212,0.00853865044712008,0.00665053719970637,0.00545670956187842,0.00592241100112539,1,34005572.19501
"67","ITA","CO2",0.00701900031772059,0.203344098427868,0.269627650154131,0.195363337232322,0.119690396380047,0.0622251689409325,0.0352028233319764,0.0244409946354374,0.0189013005711277,0.01462553148505,0.0116333030659072,0.00954658997165032,0.00787584141308469,0.00669771190815255,0.00592276003314644,0.00788349213144659,1,85479867.4831906
"68","JAM","CO2",2.26105151452643e-05,0.162589022366519,0.324614708825488,0.274659651139727,0.112053554637866,0.0570680981319995,0.0341661437130626,0.0168197599041622,0.00806871973552253,0.00402897077862997,0.00213995079945512,0.00124181708644447,0.000823829558203144,0.000665472013103552,0.000514112794075299,0.000523578000595586,1,2810950.21797
"69","JOR","CO2",0.00262906211165831,0.211886347106872,0.290525874711701,0.204785675215212,0.119069665755585,0.0688305714275662,0.0365452992314601,0.0212641738975956,0.0135731768057576,0.0088455470150688,0.00606182700716085,0.00439585150972479,0.00340551052548308,0.00278291598339325,0.00243177856087627,0.0029667231348845,1,7991069.66856
"70","JPN","CO2",0.00810021543117115,0.11413290568636,0.182867273766809,0.192983817745045,0.151925306541719,0.100900614939655,0.0686676414570174,0.0526665848665199,0.0393424325697949,0.0269608499909139,0.0185138799754929,0.0132592176266461,0.00967518335313924,0.00739753458693553,0.00602490090268016,0.0065816405601007,1,459018680.134218
"71","KAZ","CO2",0.00116395821100227,0.0328176058427689,0.265458387435721,0.298237149472505,0.169691984139374,0.0938470540768278,0.0492327590305952,0.0277682650557802,0.0177336734370083,0.0120980084094595,0.00882742093897721,0.00677880834627615,0.0052191211744007,0.00422232925865064,0.00352102277694911,0.00338245239370428,1,105863444.53822
"72","KEN","CO2",0,0.0595115608079593,0.286543623239176,0.28738518659451,0.171131715320735,0.0741736731667985,0.038661995770884,0.0239533269906176,0.016083858048365,0.0115395599489233,0.0085341717017875,0.00631286026414802,0.00488463754110455,0.00396526688850929,0.00339320261392707,0.00392536110255403,1,1230117.11673
"73","KGZ","CO2",0,0.00772286362902181,0.254712171927328,0.300356213661411,0.16670749997851,0.0918406157336742,0.0541563714742783,0.0341466068786734,0.0238700447115053,0.0172378305013563,0.0132213504902992,0.0103692322609832,0.00820285178843075,0.00656530609339717,0.00515919243041531,0.0057318484407165,1,1278972.66266
"74","KHM","CO2",0,0.0158431201676025,0.146986147518244,0.241374850080525,0.22916347685616,0.148829927732613,0.0762172923462279,0.0390150796041091,0.0270420566984345,0.0214662224027,0.0172185308173426,0.012880177060408,0.0090414373916779,0.00652178414627888,0.00463708170429133,0.00376281547338518,1,4011991.05225
"75","KOR","CO2",0.00166014078097999,0.0449982708464996,0.171209118674733,0.214991131324136,0.17726388746437,0.116678230524756,0.0711202219176319,0.0529658692882177,0.0420249255777348,0.0307943442763606,0.0220796326405896,0.0160620663152164,0.0119922764358836,0.00934325609546928,0.0078569982054659,0.0089596296319548,1,294318379.761865
"76","KWT","CO2",0.0187843183166147,0.290457218871128,0.339902739007815,0.161067195994506,0.0744025001115961,0.0387572681119659,0.0235622693820214,0.0158494131037797,0.0109625321987993,0.00759097950929736,0.00536450624578867,0.00389197541964328,0.00292190995266535,0.00232696875670073,0.00193846594149953,0.00221973907617852,1,46246869.71716
"77","LAO","CO2",0,0,0.192888672531586,0.261209198703765,0.181801932127848,0.106558944698834,0.0655882112935092,0.0439743175279609,0.0344203576885131,0.026839472429601,0.0208870773992346,0.0169431052798751,0.0142711431125131,0.012196480505879,0.0111426113481744,0.0112784753527066,1,14036996.1903
"78","LBN","CO2",0,0.181631263038364,0.37002219624595,0.246858113902574,0.0979041521449016,0.0380491522974785,0.0223567414600802,0.0147566722446699,0.00945962163897783,0.00603802586228493,0.00398894947790507,0.00278255092312128,0.00203912865458638,0.0015536806757685,0.00126798158011488,0.00129176985322302,1,10164168.4362
"79","LBY","CO2",0.00725798009033171,0.214473601656277,0.295251204670139,0.205142521935206,0.10981847727775,0.057290953331149,0.0354918813498454,0.0240372572158109,0.0162944965065313,0.0108182150866867,0.00743124064240722,0.00527898374893209,0.00380930801237739,0.00292407940452021,0.0023150601685729,0.00236473890346274,1,21975869.61381
"80","LKA","CO2",0,0.0728043176004358,0.349633225007439,0.328563986907834,0.164907363976086,0.0469779734153282,0.0164699281808708,0.00796842842699509,0.0047551725944138,0.00280091863408407,0.00173866956815023,0.00112998657675398,0.000767304270876942,0.000523719862945738,0.000420649761004732,0.000538355216780308,1,8103579.53700001
"81","LTU","CO2",0.00588428717748365,0.38025962007701,0.262995799980569,0.129859747864427,0.0797468954549294,0.0480873990284975,0.0277919467365852,0.0186242024400964,0.0135048755623884,0.00891393316834365,0.00649067106606929,0.00498480807929493,0.00386259447983474,0.00322214437019813,0.00283968423543951,0.00293139027883395,1,806891.720458796
"82","LUX","CO2",0,0.83813326557787,0.131138626361679,0.0205668999062531,0.00695642077019423,0.00211241045326354,0.000588945372700808,0.000270211482017228,0.000101278668394313,5.68363008456126e-05,2.81319366777154e-05,1.17432925260413e-05,1.17432925260413e-05,1.17432925260413e-05,1.17432925260413e-05,0,1,203000
"83","LVA","CO2",0.011547246506969,0.222608477487789,0.260666333842379,0.180588527595866,0.114491657126974,0.0715486285876977,0.0423402467249463,0.0274785353007647,0.0196498849693418,0.0139537297012929,0.00972436962275378,0.0073756331648445,0.00532910846773663,0.00438673598699704,0.00390285494876203,0.00440802996488743,1,1369183.1904
"84","MAR","CO2",0.000509566433882896,0.0247456191055911,0.206033019780024,0.275745810225555,0.20731587764775,0.126940651870951,0.0583984637167608,0.0308967860220455,0.0197004506608958,0.0139359046318413,0.0101304324754779,0.00765064515902704,0.00575515588770375,0.00457208919993847,0.00374808211485387,0.00392144506770015,1,23300866.756
"85","MDA","CO2",0.00263908231457606,0.210701444210434,0.274265719864555,0.160714804097008,0.120916405204317,0.0832957976992788,0.0487938298253642,0.0296190840343335,0.019716922016598,0.0131732006658548,0.00993840075102484,0.00763576052481326,0.00579199779823347,0.0044496313864852,0.00357145942962241,0.00477646017750112,1,3068801.37
"86","MDG","CO2",0,0.0330177116788526,0.172671917637606,0.232451671247451,0.182654676117062,0.130875362136431,0.0814861286646972,0.0488165388987698,0.0311701360457775,0.021364725771152,0.0155769457220734,0.0122226293907139,0.0100559927714408,0.00868259133709592,0.00775719508109906,0.0111957774997773,1,1181753.849
