"","ISO3","species","r0_100","r100_200","r200_300","r300_400","r400_500","r500_600","r600_700","r700_800","r800_900","r900_1000","r1000_1100","r1100_1200","r1200_1300","r1300_1400","r1400_1500","r1500","rTOT","emis_ty"
"150","ZWE","CO2",0,0,0.239697746015668,0.308254416919984,0.203252897191825,0.101060153838234,0.0571829458936283,0.0332321550133968,0.0213607979893715,0.0122429503957074,0.00758142122171035,0.00505947533671385,0.00342585420638205,0.00246365367219802,0.00202912599713635,0.00315640630804518,1,6390741.78599999
"151","AGO","NOx",9.70809430055569e-08,0.0273172619012758,0.186757267622804,0.212586322286437,0.192067378909106,0.116063741864108,0.0745197954908705,0.0502224292677043,0.0359508297143161,0.0282814897227882,0.0216425587581474,0.0164085815570316,0.0124564079120377,0.00965625870146726,0.00767581382317179,0.00839376538779168,1,40805.0923585072
"152","ARE","NOx",0.00249336860570227,0.22047424300559,0.26836375174483,0.173050426317465,0.107959773103694,0.0686095693182859,0.0439992030003666,0.0314428578533972,0.0232327351806322,0.0164431113307903,0.0120349558473821,0.00917241278830736,0.00703644393196196,0.00574082618790309,0.00479573972870071,0.00515058205499058,1,70871.4832079708
"153","ARG","NOx",0.00934162162483104,0.240543633284752,0.306202946865132,0.18037702018963,0.100405883680262,0.0564312356935477,0.0324752329339695,0.0203021855880813,0.0138676692888682,0.00986006840492448,0.0073868383189487,0.00579588035918566,0.00470694961753697,0.00395224336240582,0.00349087340120138,0.00485971738672212,1,49836.6681525367
"154","ARM","NOx",0.0188084747179175,0.246578765145509,0.265086811925708,0.139183010765111,0.0911217665354407,0.0641619703156006,0.0431044217921245,0.0311017506203663,0.0226333855934491,0.0167795250838913,0.0131659090005104,0.0109830187928723,0.0094521026271409,0.0084275029611459,0.0078227980004838,0.0115887861227288,1,2578.31585625284
"155","AUS","NOx",0.00130316625752028,0.0252232913928679,0.120707491928439,0.233145711567124,0.211717260780466,0.140072340864469,0.0810340757665227,0.0525758353000112,0.0363095669840577,0.0262391662275148,0.0191973830517706,0.01445634439081,0.0111621940078492,0.00920403596587482,0.00796693817823901,0.0096851973364636,1,303521.488135403
"156","AUT","NOx",0.00978089366900695,0.287028361746489,0.241695742234155,0.163601404436793,0.0994503837223612,0.0624864444712129,0.0376195919591822,0.0243533359800105,0.0172674281979691,0.0125733861263216,0.0098472794257946,0.00808946595010756,0.00658504336727341,0.00573823712527429,0.00522878887433109,0.00865421271371787,1,2795.87850560345
"157","AZE","NOx",0.0109401500631493,0.244887117120146,0.273249277480376,0.174542008965704,0.0962434248397059,0.0592970775971065,0.0377651749012168,0.0265850704121542,0.0193288628551592,0.0139385867477396,0.0106249966973186,0.00837859116427588,0.00681425771922402,0.00569528450476135,0.00501624558546288,0.00669387334649944,1,20453.4318859275
"158","BEL","NOx",0.00960752966105751,0.419310283287673,0.252659631035694,0.126232974259388,0.073880341702156,0.043359787373361,0.0245245967234892,0.0150974779822184,0.0101916341078678,0.00688284013760896,0.00497807879573291,0.00374002690707339,0.00290448002560297,0.00242203992672843,0.0020653982549131,0.00214287981943572,1,6052.2485
"159","BEN","NOx",0,0.0621195333424914,0.297215121213435,0.312949672934284,0.162531291743297,0.071668004747912,0.0348372189428354,0.0193657456262478,0.012037472304078,0.0079818696411105,0.0054807015442332,0.00382789466887518,0.0029927919700577,0.00234017090724778,0.00204385403370458,0.00260865638019045,1,175.91886211958
"160","BFA","NOx",0,0.152314129789061,0.312257222344967,0.237432477314833,0.127566976948794,0.0674472037825856,0.0384868185291085,0.0225584112969174,0.0132942924783342,0.00825563992001162,0.0053894792410443,0.00387639377544072,0.00307919527379419,0.00257030188512756,0.00240226538282327,0.00306919203715828,1,11720.1278765294
"161","BGD","NOx",8.40317263291725e-05,0.142676909576604,0.283147460888793,0.226485791596517,0.125525546425694,0.0668580662052428,0.0426076208099371,0.0293989874947466,0.0211928137339701,0.0156559409664456,0.0119248993412399,0.00929017897245023,0.00737922098844224,0.00608292438244751,0.00517520273525468,0.00651440415588558,1,57140.751357533
"162","BGR","NOx",0.000763466222723113,0.0266801599599971,0.114371206836761,0.185540273966335,0.248810210254815,0.2022807853433,0.0942545326713827,0.0419059889166544,0.0248456695648871,0.0165552062271099,0.0122591677230795,0.00920586512834825,0.00720011076187625,0.00567622247644488,0.00483497555853979,0.00481615838774517,1,19271.1326910546
"163","BHR","NOx",0.00245018306992472,0.253697954820457,0.285843863547939,0.162506547996699,0.086220884217759,0.055153537932683,0.0356085792415798,0.0262786614170024,0.0210544552260911,0.0165622260006182,0.0133173689119322,0.0110498633516638,0.00875616102286941,0.00744846795962774,0.00639051735367983,0.00766072792947349,1,20168.3968296403
"164","BIH","NOx",0,0,0.135237560824248,0.237949163460823,0.22094274421071,0.149611474185256,0.0834447404222062,0.0453961281547242,0.0304196695470994,0.0233872526239316,0.0182510247249651,0.014870488580077,0.0122414700128836,0.010242068551247,0.00860186156127905,0.00940435314054989,1,20201.9895436336
"165","BLR","NOx",0.00212839492163162,0.140752476019501,0.202036144858391,0.223164521768982,0.185018408125454,0.0976715095953932,0.0499558579960702,0.0297043838795811,0.019755857836341,0.0136139049150279,0.00977518802731211,0.00733848936440334,0.00566315769395839,0.00463499683035907,0.00402030887650358,0.00476639929108964,1,38437.0689592062
"166","BOL","NOx",0.0147525375133799,0.207534408385226,0.237640862221029,0.162822062252695,0.101999964631828,0.0719691067016411,0.0489573486038434,0.0356215128868289,0.0268623882497255,0.0196071285216843,0.0153416135570494,0.0127160126866176,0.0109237812165227,0.00965117209904078,0.00904515348520796,0.0145549469876809,1,3419.91581819335
"167","BRA","NOx",0.000688158334629672,0.190552300154575,0.276340065940331,0.208705847346196,0.12700335040885,0.064970264092621,0.0367086536959233,0.0247029150404994,0.0176350137654737,0.0125965033715539,0.0094315387319964,0.00742879428710397,0.00604807509186324,0.00515029688216519,0.00467624485809322,0.00736197799812589,1,95045.2195013691
"168","BRN","NOx",1.52441462673514e-05,0.0271963614705747,0.0702500829493354,0.114176427104811,0.125746329132064,0.118406732750859,0.106158723891848,0.0957494738560387,0.0835415742476063,0.067123043828213,0.0525259753111449,0.0405500683854406,0.0308337373261726,0.0243670573968866,0.0201454440924653,0.0232137241102725,1,2769.58366895172
"169","BWA","NOx",0,0.00297453392901783,0.26799995590565,0.334137841881861,0.173034719353781,0.0987357986662234,0.0503884551406818,0.0257330559921085,0.0154736942166852,0.00987597848700181,0.00651144527687658,0.00474127799936027,0.00347093073772556,0.00265620568803405,0.00214474684879049,0.00212135987620366,1,6961.35372802086
"170","CAN","NOx",0.00457137017385697,0.114927858061274,0.286486765566149,0.250218392908838,0.130530469526926,0.0746518645822908,0.0427959480081075,0.0269662470103995,0.0188351165218476,0.0132327386665175,0.00965186821782609,0.00746762407022971,0.00584850024643638,0.00477571824457179,0.00414260416066203,0.00489691403406553,1,111340.445176522
"171","CHE","NOx",0.00249505807210375,0.75767489391741,0.182318524199595,0.0347805865435285,0.0119606793818232,0.00456147469731688,0.00224334631753478,0.00127908171077535,0.000774823894004429,0.000513746254105016,0.000383092300193414,0.000284760387980225,0.000226052028464908,0.000182144235553637,0.000150180851550967,0.000171555208060291,1,1877.39959929428
"172","CHL","NOx",0.00617008826955538,0.106821751333808,0.195676972173637,0.233463704353357,0.18655942603846,0.123264991227041,0.0594935000311184,0.0283049976008471,0.0169955919888558,0.0114178141345346,0.00818571980935148,0.00633085724612628,0.00496828403434959,0.00410095618956797,0.00354089219281871,0.00470445337657263,1,65744.6445876817
"173","CHN","NOx",0.000134770436669292,0.00970390881379936,0.231815527899345,0.288061582559289,0.177297076964762,0.102196557465726,0.0579846308558436,0.0370704072250264,0.026293910742399,0.0186792149217541,0.0137723949534125,0.0106595157691631,0.00836272035543831,0.00670254625553047,0.00557154839950627,0.00569368638233556,1,5272932.91019
"174","CIV","NOx",0,0.103899309710769,0.185228436825651,0.208337632508488,0.160414419285372,0.111605987891307,0.0752308727453141,0.0515894029991337,0.0346702315767687,0.0219706570977623,0.0149013720814803,0.0105844011090303,0.007443069149886,0.00564479441129477,0.00440735691068166,0.00407205569705994,1,2067.20904046522
"175","CMR","NOx",0,0.02459865866077,0.180439368996275,0.220111319005977,0.187285950701231,0.1155508523808,0.0806864514929153,0.0569383711566457,0.0389974657846439,0.027060853965099,0.0193510890660061,0.0141466309541163,0.0109064959013188,0.00871800297239378,0.00709116214747451,0.0081173268143333,1,13437.4726931258
"176","COG","NOx",0,0.0555262931065401,0.174906543574746,0.204657662907997,0.108813542960232,0.0856164500039285,0.0741543946385587,0.0628647805891477,0.0510035797416261,0.041799978828034,0.0342674025068362,0.0283336486985605,0.0234513371254273,0.0194816631081414,0.0168423071649286,0.0182804150452964,1,2484.10607842693
"177","COL","NOx",0.0022805263990715,0.0640506107767984,0.223542861218005,0.246077089372936,0.156837600377225,0.0877939660862374,0.0528473188486051,0.0357497493005397,0.0278332455783419,0.0224243988869956,0.0182121895076963,0.0153411136882833,0.012773133902671,0.0109009541495425,0.00972875511078466,0.0136064867962662,1,11370.2601686532
"178","CRI","NOx",0.00320624301462139,0.125777190598075,0.272311963885415,0.247551679222058,0.15101200122918,0.075019691356743,0.0417955165328486,0.0252504896130603,0.0161921707524943,0.0110904933913915,0.00783568846390766,0.00602809445585475,0.00483322034609704,0.00401170120187832,0.00350690514392259,0.00457695079245317,1,371.952463336146
"179","CUB","NOx",0.000263918769477867,0.1770849241212,0.333924304614189,0.252309896827956,0.108272640537222,0.04813571621111,0.0295102348182478,0.0178856702801111,0.0110649234360126,0.0070388480494641,0.00461596004107613,0.00311035367663221,0.0022715842478231,0.0016827445873309,0.00136662912889923,0.00146165065324834,1,35801.6085595118
"180","CUW","NOx",0,0.147856843835024,0.342128913294295,0.285304284992778,0.117779574794029,0.0427164870358246,0.0214112144582435,0.0125631160097668,0.0078721340331503,0.00539397661913894,0.00404388741944464,0.00317484384857958,0.00257280836362193,0.00218034353105061,0.00199136857611994,0.00301020318893286,1,1291.48339120678
"181","CYP","NOx",0,0.12695323691954,0.271974937844789,0.223375892078108,0.121651508884792,0.0744940726948557,0.0505067513945526,0.0355155276508784,0.024987394174379,0.0183719082887353,0.0136679981825248,0.0105392976031652,0.00830354274170788,0.00694781182871878,0.00584924713390588,0.00686087257934705,1,3611
"182","CZE","NOx",0.00013591615781704,0.0704028858916202,0.276091603016961,0.289284026430866,0.167537141366102,0.0822658511407566,0.0407794278369601,0.0227918467480713,0.0148101740629207,0.0102581253819194,0.00748052621074315,0.00555854897316463,0.00416156237958987,0.00324609273905268,0.00263841227504247,0.00255785938841246,1,40229.05627354
"183","DEU","NOx",0.00141561035510916,0.167379393485848,0.308996602999623,0.249529632656427,0.128014821404429,0.0608505694524348,0.0295310580577959,0.0166072843745627,0.0109362632431284,0.00758050206072045,0.00545511712699809,0.00405532908060459,0.00309943539452392,0.00244444418781325,0.00201862238359123,0.00208531373639161,1,183444.098318422
"184","DNK","NOx",0.0157220189043926,0.416206368065879,0.235088535232068,0.149011177966846,0.0937288426396273,0.0428155957179543,0.0175926960214827,0.0095331147213924,0.00619304101951412,0.00410117473103768,0.00290296729064649,0.00212495032805156,0.00161194873750949,0.00126333436418833,0.00103099287516679,0.00107324138424381,1,5652.12793
"185","DOM","NOx",0.000236161622901372,0.136175105876085,0.292522147104267,0.245432274918378,0.142009605046483,0.0768205554508014,0.0420707281988419,0.0238393384150512,0.0142134246368984,0.0087107793741577,0.00544758600076743,0.00383595198138349,0.00277984969767122,0.00212990788733696,0.00172252161806951,0.00205406217090521,1,18105.0130870517
"186","DZA","NOx",0.0132718456432484,0.254829959950558,0.279249439000301,0.159251865730747,0.0943840736253711,0.0585503316926944,0.0373021077296625,0.0262470837790148,0.0194251006258,0.0142879962430985,0.0107868198737892,0.00854280745551343,0.00690177378942976,0.00571566319646589,0.00497683399890619,0.00627629766540072,1,44809.4847094868
"187","ECU","NOx",2.2136700111202e-05,0.0281198882690988,0.172642031450496,0.213715151605484,0.18278749409309,0.119885419063873,0.0859459048955514,0.0598983468222906,0.0382923373480612,0.0260361504380742,0.0185589109101847,0.0137676865902326,0.0109921893203993,0.00923465048600093,0.00819909957302626,0.0119026024340258,1,8132.91870541941
"188","EGY","NOx",0.00232200909407156,0.222939682254036,0.302186323302273,0.201636431683099,0.112098377824214,0.0609156433421457,0.0334942782033157,0.0204410359561933,0.0135468945405178,0.00910464314156913,0.00629087184221032,0.00457543226260247,0.00338104098468165,0.00266728179754317,0.00216287223275185,0.00223718153877568,1,128261.674095767
"189","ERI","NOx",0,0.139348536720793,0.329253218075915,0.248615566599115,0.142617179551601,0.0601075347250718,0.0286942868120714,0.0160416715885775,0.0102926936999875,0.006991708569919,0.00497609847315403,0.00367637839344493,0.00282919339147311,0.00236623374073023,0.00200702929842716,0.00218267035971958,1,3306.44902600843
"190","ESP","NOx",0.153858392792708,0.152696038554661,0.197800257602685,0.174310681871578,0.132381846269854,0.0794466258794871,0.0421861184779833,0.0221654705910998,0.0132192244504675,0.00878966092888492,0.00624765884096919,0.00471099983504222,0.00364667785429535,0.00298120802266373,0.00249856406134798,0.00306057396627311,1,106449.928816685
"191","EST","NOx",0.00192593369794835,0.0717951997713231,0.107711014928744,0.264465237131663,0.24522032178958,0.14102961190435,0.0627362469555898,0.0344164971538322,0.0200034912481543,0.01344785973465,0.0100631590552893,0.00785039021933789,0.00614463406817976,0.00495592786091324,0.00413551565402888,0.0040989588264168,1,7991.70799017855
"192","ETH","NOx",0,0.123198275015894,0.298011479072565,0.255381208081084,0.133706185273835,0.072044135832002,0.0408073618038653,0.0244089416261695,0.0155926760972149,0.0108384926205952,0.0078204736261805,0.00560352594900028,0.00405506998775625,0.00306658586163953,0.00257015066019396,0.00289543849200545,1,32.6890582074097
"193","FIN","NOx",0.00569412959554028,0.15482545065108,0.238033897071736,0.222466068778172,0.154151330687448,0.0888643666848928,0.0445962139001081,0.0263865044656622,0.018764649933355,0.0131378203742131,0.00928953011623866,0.00701869971847865,0.0052454864107777,0.00412718721329704,0.00351804460048104,0.00388061979851987,1,20608.794
"194","FRA","NOx",0.00534455348799717,0.274692907018465,0.232076971310416,0.205299639774216,0.129617104679939,0.0603873437255132,0.0300142287358039,0.0182562196753927,0.0124584465637009,0.00869231240246495,0.00629443897507079,0.00476903528273962,0.00365412555375306,0.00291790613133559,0.00248628125976752,0.00303848542342375,1,19001.3281124689
"195","GAB","NOx",0,0.0139972112213059,0.160680890577179,0.209181482440287,0.214501947621719,0.129758246924131,0.0832091558411367,0.0612872953249068,0.0411113466309398,0.0276741068173587,0.0188537984210203,0.0128129744108556,0.00906088517415075,0.00671870129029967,0.00540232105337423,0.00574963625133631,1,1759.76724923002
"196","GBR","NOx",0.00984151579329517,0.227518352990162,0.2443553423553,0.269283960324153,0.140797189029553,0.0502924432739121,0.0216228996347109,0.0122142044301314,0.00754325784816267,0.00489066108416144,0.00345349917868959,0.00248810004463518,0.00182137410774719,0.00143024798033837,0.00117931258205535,0.00126763934299233,1,69486.8283505217
"197","GEO","NOx",0.0110892465197293,0.26127563278713,0.266855922705625,0.112317908955283,0.0674846266784375,0.0521007444655843,0.0411224391221087,0.0349025982490253,0.0304481084562455,0.0252065871186458,0.0212377419423485,0.018341276119982,0.0153504545766823,0.0139418829684393,0.0122193476692304,0.0161054816655035,1,1693.42107062295
"198","GHA","NOx",2.38281513438759e-06,0.0136887109492728,0.1954904083716,0.241211632129697,0.189463713997192,0.108487739514956,0.0766313650398279,0.0560948089582576,0.0378303079461057,0.0257476277991251,0.0169834245362554,0.0118534739808802,0.00865080296721955,0.00657580614419692,0.0052532627570791,0.0060345320931999,1,29193.5400041408
"199","GIB","NOx",0,0.134466473362861,0.364326837844803,0.321091404653355,0.111273714219791,0.0317985774830027,0.0175009742728643,0.00931515523354613,0.00461419195595427,0.00243438254166442,0.00116041820729591,0.000711782796132518,0.000464482008289695,0.000371455807014467,0.000274117349653707,0.0001960322637717,1,288.098523120026
"200","GNQ","NOx",0,0.0128718484703987,0.121313588998918,0.173137212587778,0.181076533463076,0.131832554079392,0.0976825892419929,0.0706327239100014,0.0518440258550057,0.0390466781608292,0.0291326571185714,0.0226500389080304,0.0185013939294815,0.0153863217991169,0.013293291470515,0.0215985420068925,1,1444.99679551956
"201","GRC","NOx",0.000430532272804258,0.118796764432765,0.299888025462274,0.270102250455922,0.127695112900506,0.060095340777484,0.0360655938756441,0.0248395700280788,0.0174281677934347,0.0126290996978885,0.00909907636346343,0.00681865725593047,0.00527158651212377,0.00413002440738168,0.00331784267772371,0.00339235508657566,1,58665.49
"202","GRL","NOx",0,0.112678180035145,0.248594843679154,0.212705615508304,0.125737087852517,0.0752998270863741,0.057839806264886,0.0465525879668131,0.034578909744505,0.0251601752529748,0.018017773480761,0.0130715868989758,0.00974058811061271,0.00772761448476008,0.00644119001186907,0.00585421362234748,1,155.261181801559
"203","GTM","NOx",0.00733140058875971,0.182578370537937,0.27380578695108,0.240188777007314,0.126047201236696,0.0729917950387951,0.0371007536842937,0.0208827935152972,0.0128102084774341,0.00818699143245838,0.00549267343594752,0.00386076050469773,0.00280697665473121,0.00217020115772428,0.00179400875547877,0.00195130102135528,1,13352.6859956149
"204","GUY","NOx",9.19785941003779e-05,0.197510702317418,0.359487753620497,0.239110665277307,0.121533754659448,0.0471620947123155,0.0161791688441584,0.0085413618929821,0.00423925700283844,0.00229982832787512,0.00149182575058448,0.000802404863768975,0.000522593537889266,0.000388703473200468,0.000301524415221623,0.000336382710394686,1,2916.60908242744
"205","HKG","NOx",0.000351411771182414,0.0223117035005091,0.115547729077951,0.184390200726288,0.200787989029143,0.140874383494145,0.0968429338894552,0.0803458676923794,0.0588349842296397,0.0361045810506265,0.0221510510728223,0.0142920276761673,0.00951716685912546,0.00689652808128667,0.00525234151075357,0.00549910033852523,1,34308.1910447453
"206","HND","NOx",0.00180955991274951,0.19116232390325,0.289002073702864,0.202582724325444,0.115080554853058,0.0647986004531203,0.0401832379022819,0.0262801980863645,0.0178425397048618,0.0129395775137175,0.00956558217777418,0.00736862783070476,0.00591702623634755,0.00497064318392952,0.00443585074908928,0.00606087946444282,1,6781.53673766293
"207","HRV","NOx",0.00269678288825039,0.120554815023081,0.148998150235727,0.124418291625431,0.188218695289752,0.163924494694559,0.0839078535746273,0.0419826214894966,0.0274590205888151,0.0200631707890705,0.0161595172042167,0.0136785996091799,0.0114565042590093,0.0101334691706889,0.00966973814734586,0.0166782754107503,1,1414.104
"208","HTI","NOx",0,0.0289631785029709,0.259606526670963,0.28516155065456,0.193124310317816,0.0890642029178238,0.0541931409196397,0.0303100426541786,0.018598657335461,0.0125164172862611,0.00877831301658067,0.00616533710769626,0.00464662495287411,0.00357809737433712,0.00284958621009852,0.00244401407873819,1,2182.22293351338
"209","HUN","NOx",0.00113254474631489,0.108788545666558,0.260760931491637,0.250398849060381,0.141147064905604,0.0790289222062653,0.0449306127509957,0.0279708886307895,0.0204440306536476,0.015595515581339,0.0122182494477372,0.0101550192466783,0.0084936527459071,0.00714193771049869,0.00608193155299588,0.00571130360265007,1,9016.614
"210","IDN","NOx",1.76612069085274e-05,0.0223440682055542,0.138834873670601,0.181783401557507,0.162874019810762,0.113304694425054,0.0827453257315582,0.0688077839916249,0.057950466390712,0.0448570460300254,0.0337804980963711,0.0261700326532846,0.0204883050573993,0.0165254525266377,0.0139551424718166,0.0155612281741837,1,400135.811651457
"211","IND","NOx",3.73267849660787e-05,0.00400102112310557,0.084277834445207,0.278436918633406,0.26452630673,0.146468002698226,0.0705389472939464,0.0430704516829007,0.0299790743097727,0.022181686199826,0.0165807454803024,0.0122807231538953,0.00924495606266319,0.00709378668411769,0.00564843259491983,0.00563378612274549,1,2235515.49537577
"212","IRL","NOx",0.0159762770924675,0.255898633105591,0.247635779578003,0.216627375395959,0.136293795829719,0.0587113319139326,0.0256007553483337,0.0138912693756856,0.00859449065428006,0.00567978620278583,0.00414042604062205,0.0031412215527941,0.0024277361493485,0.00195315621028958,0.00159719741367638,0.00183076813651242,1,6421.691138
"213","IRN","NOx",0.0113990659240778,0.24140893726506,0.297380022482193,0.16627354934702,0.0961843133144936,0.0585842619567067,0.036173487570914,0.0244750714738057,0.0175692830666752,0.012755004941885,0.00959994952847022,0.00745402412324162,0.00597764954274047,0.00498146061001807,0.00432228656350854,0.00546163228918943,1,188207.913911788
"214","IRQ","NOx",0.00116780637208982,0.246040738818508,0.347233673349077,0.174133344992331,0.0888528058945336,0.0486149692835833,0.0288197400924291,0.0185709646728579,0.0128210292744781,0.00913508175707863,0.00669383154579754,0.00507044724663602,0.00396304214193689,0.00318107897754108,0.00262502928117924,0.00307641629994302,1,107342.236029601
"215","ISL","NOx",0,0.262862295021127,0.393052364370069,0.22156483501392,0.0655973357316035,0.0209220279864436,0.0126021359674391,0.0083392996464257,0.0051915476343493,0.0033392328940799,0.00220930856264722,0.0014523686913703,0.00103170063328981,0.000739387867689515,0.000577938385167621,0.000518221594378946,1,3.2198825924584
"216","ISR","NOx",0.00173992469219356,0.0863354406802174,0.165613708385942,0.225643385996205,0.18540521057895,0.12462871998284,0.0704011587517727,0.0403719750077822,0.027851090942752,0.0199620521566804,0.01461051042997,0.0110323285042116,0.008494460109173,0.00661106951099934,0.0054215817297393,0.00587738254057204,1,34190.1768829948
"217","ITA","NOx",0.00691482158619223,0.216776159632002,0.266183696233436,0.192424066782538,0.118324290220544,0.061817074983873,0.0346588317811298,0.0238898565796606,0.0184149022559051,0.0141852306463745,0.0111836492129944,0.00907656773553141,0.00741051820506058,0.00623480664441281,0.00544805308152232,0.00705747441882279,1,31976.08065299
"218","JAM","NOx",1.06627038878304e-05,0.146236575886716,0.323771867359883,0.284064084177663,0.117208541311134,0.0596060868942867,0.0351322354830256,0.0166948783956347,0.00772133415179661,0.0038147750939964,0.00204434371202517,0.00120091572422913,0.000804122832874234,0.000659795194655815,0.000513161993363635,0.000516619084827635,1,6654.36034751609
"219","JOR","NOx",0.00262906211165831,0.211886347106872,0.290525874711701,0.204785675215212,0.119069665755585,0.0688305714275662,0.0365452992314601,0.0212641738975956,0.0135731768057576,0.00884554701506881,0.00606182700716085,0.00439585150972479,0.00340551052548308,0.00278291598339325,0.00243177856087627,0.0029667231348845,1,7906.64815498754
"220","JPN","NOx",0.0104144476017667,0.146876808175855,0.188440516673703,0.183298616046676,0.140146551713523,0.0942125395097388,0.0653724477059222,0.0499432151612629,0.0369420886711401,0.025371210849957,0.0175376709548672,0.0126490206043414,0.00927113363652755,0.0071354415574603,0.00585412527638179,0.00653416586087652,1,232103.148886887
"221","KAZ","NOx",0.000614577761279975,0.0191697249255476,0.266463852847051,0.306572535497604,0.173227128826564,0.0952331785591865,0.0496361078227889,0.0277147444448041,0.0175753174450913,0.011967294246869,0.00875584871442518,0.0067452316697751,0.0052064718794546,0.00423076160614061,0.00352902087266379,0.00335820288075385,1,212297.233772268
"222","KEN","NOx",0,0.0595115608079593,0.286543623239177,0.28738518659451,0.171131715320735,0.0741736731667985,0.038661995770884,0.0239533269906176,0.016083858048365,0.0115395599489233,0.00853417170178749,0.00631286026414801,0.00488463754110455,0.00396526688850928,0.00339320261392707,0.00392536110255403,1,10702.093490702
"223","KGZ","NOx",0,0.0130097297615534,0.25636519422891,0.296955592978255,0.164602824385342,0.0908346074411487,0.0536857609396739,0.0339968892941041,0.0238262929269607,0.0172595496062565,0.0132611293783375,0.0104157291643748,0.00824288554358975,0.00659718016177305,0.00519173713195388,0.00575489705776673,1,2831.7994014028
"224","KHM","NOx",0,0.0194444022046123,0.161246129707088,0.247469761936118,0.220026931466946,0.140108728225454,0.0726776678003422,0.0383138129949817,0.0266543632158387,0.021013342783282,0.0167320796000916,0.0124869061226314,0.00884208754425775,0.00642536637829946,0.00463932829730757,0.00391909172275028,1,6120.8916456265
"225","KOR","NOx",0.00119840861989304,0.0311193321776277,0.167441866513616,0.219380329929143,0.183568141063087,0.12034075644763,0.0725281638587255,0.0539266183505506,0.042909155747435,0.031419061487663,0.0224328471307789,0.0162028561350523,0.0120115953786055,0.00927160371276953,0.0077432621776589,0.00850600126976317,1,437910.950410502
"226","KWT","NOx",0.0112875183784762,0.291544757040607,0.364049523999861,0.167240696969389,0.0699984578590808,0.0333526911367252,0.0198663661891732,0.0129885925383816,0.00882919642963189,0.00609972371190756,0.00426443848334631,0.00305950205466511,0.00227641767402931,0.0018198331195626,0.00153730812519503,0.00178497628996796,1,76149.456343445
"227","LAO","NOx",0,0,0.192888672531586,0.261209198703765,0.181801932127848,0.106558944698834,0.0655882112935092,0.0439743175279609,0.0344203576885131,0.026839472429601,0.0208870773992346,0.0169431052798751,0.0142711431125131,0.012196480505879,0.0111426113481744,0.0112784753527066,1,18745.5036949755
"228","LBN","NOx",0,0.181631263038364,0.37002219624595,0.246858113902574,0.0979041521449016,0.0380491522974785,0.0223567414600802,0.0147566722446699,0.00945962163897782,0.00603802586228493,0.00398894947790507,0.00278255092312127,0.00203912865458638,0.0015536806757685,0.00126798158011488,0.00129176985322302,1,22753.9461989667
"229","LBY","NOx",0.00617214878169349,0.206373118609361,0.29912988891526,0.209947276681314,0.111222188271187,0.0570538518540017,0.0358336450655696,0.0242650765552678,0.0161550225574627,0.0106484198357882,0.00725046585435026,0.00509566036407569,0.00364979313030394,0.00279219658285388,0.00219839599038669,0.00221285095112407,1,32378.654588873
"230","LKA","NOx",0,0.139083916803737,0.368612190452024,0.311474112516275,0.123067814372042,0.0321065470886366,0.011258279741451,0.00558615972454926,0.00333453068539116,0.00195013805519917,0.00119965631129162,0.000776991330388988,0.000529392318859407,0.000353986061893611,0.000279289708458961,0.000386994829801992,1,21999.991524304
"231","LTU","NOx",0.00525275530225758,0.490411955329037,0.252644423465982,0.103859104767785,0.0568174596284676,0.031986733025784,0.0181049895318008,0.011958780943508,0.00851460116852885,0.00554570879858024,0.00400843594641164,0.00307673422005821,0.00237879651359524,0.00196500001628092,0.00171770037915421,0.001756820962769,1,980
"232","LUX","NOx",0,0.83813326557787,0.131138626361679,0.0205668999062531,0.00695642077019423,0.00211241045326354,0.000588945372700808,0.000270211482017228,0.000101278668394313,5.68363008456126e-05,2.81319366777154e-05,1.17432925260413e-05,1.17432925260413e-05,1.17432925260413e-05,1.17432925260413e-05,0,1,99.999
"233","LVA","NOx",0.0121553299819874,0.227324545887699,0.262772104923345,0.179499859997774,0.112380171518007,0.0697202109641507,0.0413608961594088,0.0270236576105593,0.0194569582800388,0.0138433260932288,0.00962378518850187,0.00725115814472546,0.00522182637424971,0.00429248419206089,0.00379763307120035,0.00427605161306236,1,1040.03
"234","MAR","NOx",0.000376664298875319,0.0193732716482679,0.204319511804032,0.278214179615207,0.209953258031057,0.128535750436276,0.0589056128146414,0.0310180768259254,0.0197262847636874,0.0139448670535925,0.0101257946913093,0.00763443811962597,0.00573269373661762,0.00454694002374884,0.00372100690949355,0.00387164922764251,1,39495.8780338476
"235","MDA","NOx",0.00263606812295263,0.210640503469805,0.274320606682447,0.160795739088456,0.120928308401796,0.0832783519307214,0.0487785963200637,0.0296072024665691,0.0197077651565556,0.0131664904043111,0.00993271547484469,0.00763122027812178,0.00578813602736451,0.0044466866413533,0.00356883783853415,0.0047727716961034,1,4880.20301188147
"236","MDG","NOx",0,0.0498680935762463,0.228660509002478,0.25501404472954,0.170524316535378,0.10408206702256,0.0611655290867713,0.0371518009574644,0.0245105269068457,0.0170517252129344,0.0125165560305674,0.00975155732789006,0.00807083834819488,0.00690434347611291,0.00606209657967268,0.00866599520734402,1,6807.27835264909
