"","CC","r0_100","r100_200","r200_300","r300_400","r400_500","r500_600","r600_700","r700_800","r800_900","r900_1000","r1000_1100","r1100_1200","r1200_1300","r1300_1400","r1400_1500","r1500","rTOT"
"1","AF",0.105580085925893,114.728288116281,678.740834898167,1193.60335513518,1052.20821132571,658.098104513615,369.491114050409,228.666869762254,155.18354199734,109.908240916444,80.9693818845547,61.448354634456,48.3915480129296,40.0434357781136,34.7109126339542,38.3915466466353,4864.68932039196
"2","AS",0.0851757149316295,47.4300882954066,335.554364352721,491.521315245367,365.668957372672,202.523612278514,106.386644681502,67.4159913049288,48.0407959106733,34.9790642053791,25.8544502761508,19.4690420280676,14.883921401098,11.6506703650773,9.49855809259919,9.66126115128585,1790.62391267637
"3","EU",1.82052084060172,17.6732603208404,228.01200940531,324.980536710506,236.963287074792,137.511072449648,68.8865058936334,36.7311066170561,23.6386953262847,16.6023856589693,12.2217950715049,9.50460529966448,7.48636235030695,6.02357892508425,4.97291979964304,5.13816104159198,1138.16680278544
"4","NA",3.04098612768857,83.2568182102549,154.867563103567,140.803583693634,83.3725440704949,46.8075188143147,27.5329409852289,17.1056605656704,11.3664468432832,7.92459396958802,5.71126743335684,4.31630163351274,3.39422559251045,2.78092906276247,2.38247790704321,2.82585440109351,597.489712414004
"5","OC",0.167240401445899,4.51826761939176,207.40273483562,476.030552288459,444.160003141474,293.914354788357,168.529511781075,108.911747878373,75.0336710229665,54.2798028797287,39.666837620918,29.7768845514377,22.9149048925098,18.8503036969518,16.2773068340952,19.4129610227643,1979.84708525557
"6","SA",0.0941857543523142,12.1014483080901,41.0763583920983,45.5483032145554,30.6567358679794,17.2507515404682,8.51835454079321,4.5065411042302,2.8311021835557,1.93439156990128,1.39876524356247,1.07570234965868,0.848098462116201,0.69865084993886,0.605790597650659,0.808554754930841,169.953734733882
