"","ISO3","r0_100","r100_200","r200_300","r300_400","r400_500","r500_600","r600_700","r700_800","r800_900","r900_1000","r1000_1100","r1100_1200","r1200_1300","r1300_1400","r1400_1500","r1500","rTOT","emis_ty"
"16","BOL",0.0147525375133799,0.207534408385226,0.237640862221029,0.162822062252695,0.101999964631828,0.0719691067016411,0.0489573486038434,0.0356215128868289,0.0268623882497255,0.0196071285216843,0.0153416135570494,0.0127160126866176,0.0109237812165227,0.00965117209904078,0.00904515348520796,0.0145549469876809,1,3524868.77094
"17","BRA",0.000906271610629722,0.252124462812114,0.280682698492804,0.175504671847405,0.106611046690647,0.0581325944572458,0.0340632083666419,0.0231938594480954,0.016746701696445,0.0121017941655341,0.00919364265486507,0.00733517651447641,0.00601295077533008,0.00515503797524774,0.00471350925426316,0.00752237323825628,1,86854092.62988
"18","BRN",1.52441462673514e-05,0.0271963614705747,0.0702500829493354,0.114176427104811,0.125746329132064,0.118406732750859,0.106158723891848,0.0957494738560387,0.0835415742476063,0.067123043828213,0.0525259753111449,0.0405500683854406,0.0308337373261726,0.0243670573968866,0.0201454440924653,0.0232137241102725,1,2731113.29865
"19","BWA",0,0.000428038760320106,0.266907161483363,0.335630119973519,0.173831580039148,0.0993364570991217,0.0506960807429465,0.0258846135729375,0.0155710121400131,0.00993513548706619,0.006549239418858,0.0047713651328954,0.00349265109091143,0.00267307703845647,0.00215861676126613,0.00213485125917722,1,4180338.07715
"20","CAN",0.00528211076878218,0.126793835690385,0.286305903396521,0.244144513762228,0.127591415028905,0.0732210067654119,0.0420599328050173,0.0265402605417232,0.0185571650598845,0.0130530547056902,0.00953390039876734,0.00738360250637574,0.00579014922153585,0.00473332140880963,0.0041119761652351,0.00489785177472843,1,95830112.69465
"21","CHE",0.00350406837869695,0.751361504067873,0.183261707916358,0.0363237197820072,0.012983287531482,0.00518327669203816,0.00263801376735198,0.00151381679530283,0.000929460109104451,0.000618316429425301,0.000456207459442181,0.000341084094260246,0.000272709914472756,0.000222967402437334,0.000182143242749134,0.000207716416998181,1,3488000
"22","CHL",0.0105783222232017,0.182507988312704,0.216205446282064,0.203492138097696,0.155848262923893,0.102126623471429,0.0501222269358814,0.0247379617393099,0.0152243379560503,0.0102975769753829,0.00739418484668303,0.0057224847911143,0.00449861302068089,0.00372022812682763,0.0032229650878579,0.00430063920922398,1,47689598.6269213
"23","CHN",0.000169543574474291,0.0135272551821839,0.231978611878722,0.286543283551303,0.176316884449139,0.101648791113265,0.057673912954463,0.036876187213094,0.0261594467860266,0.0185849067331921,0.0137040652881581,0.010607168992221,0.00832211218996806,0.00667074015491317,0.00554597318111575,0.00567111675776035,1,4732144952.49576
"24","CIV",0,0.103899309710769,0.185228436825652,0.208337632508488,0.160414419285372,0.111605987891307,0.0752308727453141,0.0515894029991337,0.0346702315767686,0.0219706570977623,0.0149013720814803,0.0105844011090303,0.007443069149886,0.00564479441129477,0.00440735691068165,0.00407205569705994,1,3275491.35111001
"25","CMR",0,0.0491821338806239,0.155637775514176,0.188074960070572,0.165218749298101,0.112068065116835,0.0804312861463866,0.0604669424022355,0.0462170553816195,0.0354108652820599,0.0275070463516752,0.0216131469813173,0.0173227466405471,0.0143507197328522,0.0121564080019508,0.0143420991990485,1,2560573.47492
"26","COG",0,0.0153346696409194,0.0569808204757608,0.0939568932964459,0.101401904803869,0.103297216803948,0.10140398025558,0.0962587290917655,0.0872163593307657,0.075044043685537,0.0640393715991601,0.0546144185798654,0.045948120025687,0.0386117722946787,0.0326780258358823,0.0332136742801349,1,1518642.67602
"27","COL",0.00324790944880575,0.0912204235076785,0.2234763978593,0.229870611754529,0.145651911657863,0.0838115789415531,0.0522600797983243,0.0364427189566936,0.028575778896811,0.0229116532848621,0.0185704702184968,0.015593225058045,0.0129665666271843,0.0110966692458652,0.0099545800025036,0.0143494247414844,1,8228660.23507
"28","CRI",0.00707116700764202,0.188792478325313,0.26579797394178,0.21595995654264,0.132633538403294,0.0710112528659768,0.0408335402695961,0.0243268050232468,0.0154761239866883,0.0102628307840352,0.00713747683915445,0.00551347228946304,0.00441718953105187,0.00366800363245697,0.00316876158558801,0.00392942897207363,1,229917.93925
"29","CUB",0.000652331101876093,0.20039430986384,0.33331419441884,0.237961168486951,0.103033679225427,0.0467650365027972,0.0284577089123057,0.0172391301685922,0.0107130176956638,0.00685949014696774,0.00455616775295772,0.00312021061176296,0.00229516688219331,0.00171859152362389,0.00140064183375663,0.00151915487244596,1,15465075.31016
"30","CUW",0,0.147856843835024,0.342128913294295,0.285304284992778,0.117779574794029,0.0427164870358246,0.0214112144582435,0.0125631160097668,0.0078721340331503,0.00539397661913894,0.00404388741944464,0.00317484384857958,0.00257280836362193,0.00218034353105061,0.00199136857611994,0.00301020318893286,1,490686.66933
"31","CYP",0,0.130028666510124,0.274830984269099,0.222874111176599,0.120362549983155,0.0731833849045786,0.0493871031697339,0.0349134249505851,0.0246046289032707,0.0181433506878857,0.013461862459282,0.0103168329772093,0.00819712748882242,0.00692051032589563,0.00588941427080461,0.00688604792295456,1,3351084
"32","CZE",0.000169361635535333,0.0717677392183107,0.280496034941067,0.289370978699768,0.164827830561507,0.0807659060855502,0.0401413925731998,0.0225041720022478,0.0146155373213592,0.0101229034214447,0.00737756530585221,0.00546159374296915,0.00409253331507286,0.00318605875748831,0.0025926579786536,0.00250773443997379,1,46494794.3124184
"33","DEU",0.00191232020633417,0.165872125690515,0.305459988364109,0.248127360763898,0.129318915572181,0.0621784615277959,0.0304099267841804,0.017247408411146,0.0113892741873295,0.00789142456504867,0.00569647801124301,0.00425595257622867,0.00327045049836759,0.00258896677224565,0.00214755776005639,0.0022333883093208,1,298746060.226087
"34","DNK",0.00877821279845938,0.265603745539654,0.21817734373479,0.219599399281536,0.155786268999807,0.0675040229491518,0.0248457070641093,0.0126250091218994,0.00809241014906199,0.00547481613871402,0.00391473308842068,0.00290302130623655,0.00223312399397079,0.00174082490207496,0.00138738722540345,0.00133397370671131,1,9883416.62695074
"35","DOM",0.000426906845263654,0.128324012786912,0.273353090183469,0.239449709587027,0.147732863686306,0.0834908082229955,0.0472378879543807,0.0277858608280767,0.0172441688522,0.010897676563577,0.00701629746751926,0.00503694144829327,0.00371710696933051,0.00289230757997641,0.00239534547319025,0.00299901555148324,1,8971498.66466
"36","DZA",0.0132718456432484,0.254829959950558,0.279249439000301,0.159251865730747,0.0943840736253711,0.0585503316926944,0.0373021077296625,0.0262470837790148,0.0194251006258,0.0142879962430985,0.0107868198737892,0.00854280745551343,0.00690177378942976,0.00571566319646589,0.00497683399890619,0.00627629766540072,1,35763219.38376
"37","ECU",6.33234283809904e-05,0.0393927614569048,0.172786599286637,0.204937450413134,0.173219809150645,0.115781205199262,0.0835550684775295,0.0589026358464093,0.0387098024769236,0.0271172525824689,0.0199950579560513,0.0154291908210628,0.0127682851966245,0.0110529782962665,0.0101239658109566,0.0161646136007434,1,2930369.80149
"38","EGY",0.00253170022398852,0.226700304227802,0.29792923250313,0.19820286690925,0.111622219351634,0.0618116331366583,0.0342764646448534,0.0210714881230946,0.014039860510197,0.00945779648631792,0.00656517114238956,0.00479256653175828,0.0035505086629918,0.00281031452150385,0.0022805658495479,0.00235730717488292,1,93889104.63516
"39","ERI",0,0.139348536720793,0.329253218075915,0.248615566599115,0.142617179551601,0.0601075347250718,0.0286942868120714,0.0160416715885775,0.0102926936999875,0.006991708569919,0.00497609847315403,0.00367637839344493,0.00282919339147311,0.00236623374073023,0.00200702929842716,0.00218267035971958,1,380048.96388
"40","ESP",0.0815353604330725,0.111662954877924,0.165015937327256,0.186779532366338,0.187996231443362,0.120635235549044,0.0595040327492521,0.0288232206336889,0.0166951911089485,0.0110410056336423,0.00800104974812903,0.00616352274092816,0.00484275818103104,0.00396834329101463,0.00337167767934186,0.00396394623702739,1,66651102.2320219
"41","EST",0.00160151290774038,0.0632048842983053,0.102355183893853,0.266189797357257,0.249309336437601,0.144504226469609,0.0645416198375611,0.0353038283247814,0.020458273151436,0.0137656790017419,0.0103696425355434,0.00813526677247078,0.00640091066690374,0.00518378306499135,0.00434509283807887,0.0043309624421257,1,12706702.6965532
"42","ETH",0,0.123198275015894,0.298011479072565,0.255381208081084,0.133706185273835,0.072044135832002,0.0408073618038653,0.0244089416261695,0.0155926760972149,0.0108384926205952,0.0078204736261805,0.00560352594900028,0.00405506998775625,0.00306658586163953,0.00257015066019395,0.00289543849200545,1,3757.33683
"43","FIN",0.0073491302741507,0.179042377219469,0.245432236596464,0.213949758038258,0.144363755256455,0.0826421831906222,0.0416024068260529,0.0246354693508852,0.017433581808996,0.0122515845238897,0.00872649910628341,0.00657296697652539,0.00499275342709468,0.00393898675640358,0.00334896397544858,0.00371734667300127,1,23465870.1568227
"44","FRA",0.0103304660572129,0.323745311534663,0.229088820651564,0.181075812176662,0.113638194307848,0.0555557761295348,0.028121984789734,0.0169768705162282,0.0116023343155123,0.0080401692478989,0.005852497157409,0.00448270244868384,0.00345584274691145,0.0028011206903018,0.00241473395122604,0.00281736327861122,1,29558864.0104509
"45","GAB",0,0.0506581435412103,0.139315476680181,0.171748276627205,0.162551307160609,0.120048228088269,0.085515563949409,0.0649069728092967,0.0498413791502952,0.0379598770717794,0.0296329041502118,0.0236595006560833,0.0187977610872512,0.0154200919740635,0.0134620829644588,0.0164824340896766,1,761473.96083
"46","GBR",0.0122198931174057,0.229188375030624,0.243611389089673,0.266605696760064,0.139657712392856,0.0490629357825736,0.0217746045896,0.0124770317288494,0.00786004279152671,0.00507682306389981,0.00357237136866202,0.00261731838364435,0.00195468814648165,0.00156507017994899,0.00131017265732456,0.00144587491686656,1,89949816.2330751
"47","GEO",0.0110892465197293,0.26127563278713,0.266855922705625,0.112317908955283,0.0674846266784375,0.0521007444655843,0.0411224391221087,0.0349025982490253,0.0304481084562455,0.0252065871186458,0.0212377419423485,0.018341276119982,0.0153504545766823,0.0139418829684393,0.0122193476692304,0.0161054816655035,1,974644.37961
"48","GHA",2.12419708060693e-05,0.0586060709061419,0.187430149344363,0.215873463956731,0.168348872650539,0.106126158536309,0.0718768226233022,0.0507538967777469,0.0353227078850956,0.0251424644422759,0.0183483873669663,0.0142364194250464,0.0118281905340421,0.0103550523276078,0.00957993567816514,0.0161501655748618,1,5188888.80723
"49","GIB",0,0.134466473362861,0.364326837844803,0.321091404653355,0.111273714219791,0.0317985774830027,0.0175009742728643,0.00931515523354613,0.00461419195595427,0.00243438254166442,0.00116041820729591,0.000711782796132518,0.000464482008289695,0.000371455807014467,0.000274117349653707,0.0001960322637717,1,159307.72182
"50","GNQ",0,0.0458772576306273,0.13762793053925,0.172231761852424,0.170319603942523,0.13140648275426,0.0907963899705713,0.0655556808015432,0.0506700233521056,0.0389974959163621,0.0286593878219984,0.0211456257723043,0.0153307826211655,0.0117484139684387,0.00936790775672957,0.0102652552996961,1,632782.92021
"51","GRC",0.00267990207033657,0.0619667967690983,0.238851242804102,0.262598340123656,0.170496186662665,0.0917335448744261,0.0495797490563789,0.0316666407279784,0.0231918062564767,0.0175548321732253,0.0132002146940051,0.0103846855924739,0.00817954475417492,0.00653792128316698,0.00533011662314127,0.00604847553469546,1,32191418.2872407
"52","GRL",0,0.112678180035145,0.248594843679154,0.212705615508304,0.125737087852517,0.0752998270863741,0.057839806264886,0.0465525879668131,0.034578909744505,0.0251601752529748,0.018017773480761,0.0130715868989758,0.00974058811061271,0.00772761448476007,0.00644119001186907,0.00585421362234748,1,85853.6339999999
"53","GTM",0.0129163400413459,0.286182094951716,0.268446378444328,0.197442804278158,0.0997175230771323,0.0578554435541395,0.0294386665420483,0.016641501366199,0.0102514147582582,0.006553440963654,0.00438657641384759,0.00310983844431781,0.00226823329611906,0.0017523693646183,0.00144668219257601,0.00159069231154286,1,10332280.63648
"54","GUY",0.000386579063265817,0.204296359517255,0.359344435907867,0.23619558054969,0.119100314061714,0.0462055241468328,0.0158690414361179,0.00838090848141983,0.00416713783345438,0.00226298954688152,0.00146815364412438,0.000790861950416054,0.0005162562239338,0.000384317490724481,0.000298331589862528,0.000333208556440897,1,946033.986560001
"55","HKG",0.000391958897186015,0.0244698468200561,0.116660875850078,0.183979689193497,0.199733925816527,0.140263201204692,0.0963496812503666,0.0798287190853854,0.0584989820909116,0.0359681207232946,0.0221288659694378,0.0143211613520525,0.00956668143111966,0.00695191307832184,0.0053104392453292,0.00557593799174547,1,31030766.40977
"56","HND",0.00440391160533492,0.254924604873442,0.282603082092067,0.179351975845739,0.100875707234372,0.057366837058293,0.0355700575956956,0.0232892960395705,0.0159673871459829,0.0115044231147846,0.00861546613136495,0.00665564888426176,0.00532441462600046,0.00447085711049432,0.00393966345593608,0.00513666718666108,1,3798766.23833
"57","HRV",0.00197483285832324,0.0968654614638481,0.120118234317301,0.108785155363378,0.2150295710521,0.193418523435917,0.0955482066800831,0.0446022039678483,0.0281992909735944,0.0203220143958046,0.016274282327835,0.0136635864174315,0.0113387198321048,0.00984343385028278,0.00921871970570861,0.014797763358441,1,2314000
"58","HTI",0,0.0289631785029709,0.259606526670963,0.28516155065456,0.193124310317816,0.0890642029178238,0.0541931409196397,0.0303100426541786,0.018598657335461,0.0125164172862611,0.00877831301658067,0.00616533710769626,0.00464662495287411,0.00357809737433712,0.00284958621009852,0.00244401407873819,1,829114.574970001
"59","HUN",0.00120433219415733,0.117508187740399,0.262313095034312,0.244725428826583,0.138959213890075,0.0785057033468145,0.0447080165005272,0.0278046599623986,0.0202379306256841,0.0153537720842434,0.0119847855231137,0.00991907961724267,0.0082622270276416,0.00694088215979841,0.00591033699497795,0.00566234847203276,1,13442661.8540774
"60","IDN",3.16284348126511e-05,0.0251742071696421,0.130926929195504,0.173120647017382,0.160634322136826,0.11447237147367,0.0833681556527364,0.0702342544293055,0.0603189857398841,0.0469705397634906,0.03554748930894,0.027754044677265,0.0218230940666632,0.0176767552833341,0.015024054626732,0.0169225210238117,1,217780420.208023
"61","IND",8.1436303829507e-05,0.00737991698951975,0.0860175967696095,0.276601116917956,0.262518199284338,0.14554776338536,0.070227368262464,0.042938625742674,0.0299169342136485,0.0221452212235443,0.0165667160772526,0.0122859240268335,0.00926152197300278,0.00711892650756713,0.00568017874778822,0.00571255357461145,1,1185786920.02422
"62","IRL",0.0148363977022321,0.263679183386308,0.251522679583139,0.212658801985476,0.13177779597258,0.0571769264213061,0.0251621357068291,0.0137339325447378,0.00858300217272207,0.00568448513364119,0.0041403726796668,0.00314166252055151,0.00243737446776279,0.00196733636610539,0.00161564817637188,0.00188226518056998,1,10621387.68739
"63","IRN",0.013809030917362,0.256401321163964,0.292913979680903,0.154505535681359,0.0924015415798799,0.0579522505572554,0.0361265567154376,0.0247201002105603,0.017958203618263,0.0130800158730252,0.00992907220863918,0.00782538211371678,0.00632745315938917,0.00532892764018095,0.00466813168276099,0.00605249719730317,1,157020533.35333
"64","IRQ",0.00207976704979049,0.256473322415378,0.341791218335768,0.164357657841776,0.0867525235513692,0.0489510699590161,0.0294868017103086,0.0193049417803616,0.0135642778041555,0.00975149584986837,0.00723302004315849,0.00555437283589469,0.0043874785431297,0.00356564550144075,0.00299898733358736,0.00374741944499721,1,60917109.62951
"65","ISL",0,0.262862295021127,0.393052364370069,0.22156483501392,0.0655973357316035,0.0209220279864436,0.0126021359674391,0.0083392996464257,0.00519154763434931,0.0033392328940799,0.00220930856264723,0.0014523686913703,0.00103170063328981,0.000739387867689516,0.000577938385167621,0.000518221594378947,1,1780.4748
"66","ISR",0.00176804867046715,0.0868431100188107,0.164973992534331,0.225219398496887,0.185322796971324,0.124818777610672,0.0704562478942258,0.0403833613302902,0.0278913084795029,0.0200105344914678,0.0146612826041702,0.0110828326880212,0.00853865044712008,0.00665053719970637,0.00545670956187842,0.00592241100112539,1,34005572.19501
"67","ITA",0.00701900031772059,0.203344098427868,0.269627650154131,0.195363337232322,0.119690396380047,0.0622251689409325,0.0352028233319764,0.0244409946354374,0.0189013005711277,0.01462553148505,0.0116333030659072,0.00954658997165032,0.00787584141308469,0.00669771190815255,0.00592276003314644,0.00788349213144659,1,85479867.4831906
"68","JAM",2.26105151452643e-05,0.162589022366519,0.324614708825488,0.274659651139727,0.112053554637866,0.0570680981319995,0.0341661437130626,0.0168197599041622,0.00806871973552253,0.00402897077862997,0.00213995079945512,0.00124181708644447,0.000823829558203144,0.000665472013103552,0.000514112794075299,0.000523578000595586,1,2810950.21797
"69","JOR",0.00262906211165831,0.211886347106872,0.290525874711701,0.204785675215212,0.119069665755585,0.0688305714275662,0.0365452992314601,0.0212641738975956,0.0135731768057576,0.0088455470150688,0.00606182700716085,0.00439585150972479,0.00340551052548308,0.00278291598339325,0.00243177856087627,0.0029667231348845,1,7991069.66856
"70","JPN",0.00810021543117115,0.11413290568636,0.182867273766809,0.192983817745045,0.151925306541719,0.100900614939655,0.0686676414570174,0.0526665848665199,0.0393424325697949,0.0269608499909139,0.0185138799754929,0.0132592176266461,0.00967518335313924,0.00739753458693553,0.00602490090268016,0.0065816405601007,1,459018680.134218
"71","KAZ",0.00116395821100227,0.0328176058427689,0.265458387435721,0.298237149472505,0.169691984139374,0.0938470540768278,0.0492327590305952,0.0277682650557802,0.0177336734370083,0.0120980084094595,0.00882742093897721,0.00677880834627615,0.0052191211744007,0.00422232925865064,0.00352102277694911,0.00338245239370428,1,105863444.53822
"72","KEN",0,0.0595115608079593,0.286543623239176,0.28738518659451,0.171131715320735,0.0741736731667985,0.038661995770884,0.0239533269906176,0.016083858048365,0.0115395599489233,0.0085341717017875,0.00631286026414802,0.00488463754110455,0.00396526688850929,0.00339320261392707,0.00392536110255403,1,1230117.11673
"73","KGZ",0,0.00772286362902181,0.254712171927328,0.300356213661411,0.16670749997851,0.0918406157336742,0.0541563714742783,0.0341466068786734,0.0238700447115053,0.0172378305013563,0.0132213504902992,0.0103692322609832,0.00820285178843075,0.00656530609339717,0.00515919243041531,0.0057318484407165,1,1278972.66266
"74","KHM",0,0.0158431201676025,0.146986147518244,0.241374850080525,0.22916347685616,0.148829927732613,0.0762172923462279,0.0390150796041091,0.0270420566984345,0.0214662224027,0.0172185308173426,0.012880177060408,0.0090414373916779,0.00652178414627888,0.00463708170429133,0.00376281547338518,1,4011991.05225
"75","KOR",0.00166014078097999,0.0449982708464996,0.171209118674733,0.214991131324136,0.17726388746437,0.116678230524756,0.0711202219176319,0.0529658692882177,0.0420249255777348,0.0307943442763606,0.0220796326405896,0.0160620663152164,0.0119922764358836,0.00934325609546928,0.0078569982054659,0.0089596296319548,1,294318379.761865
"76","KWT",0.0187843183166147,0.290457218871128,0.339902739007815,0.161067195994506,0.0744025001115961,0.0387572681119659,0.0235622693820214,0.0158494131037797,0.0109625321987993,0.00759097950929736,0.00536450624578867,0.00389197541964328,0.00292190995266535,0.00232696875670073,0.00193846594149953,0.00221973907617852,1,46246869.71716
"77","LAO",0,0,0.192888672531586,0.261209198703765,0.181801932127848,0.106558944698834,0.0655882112935092,0.0439743175279609,0.0344203576885131,0.026839472429601,0.0208870773992346,0.0169431052798751,0.0142711431125131,0.012196480505879,0.0111426113481744,0.0112784753527066,1,14036996.1903
"78","LBN",0,0.181631263038364,0.37002219624595,0.246858113902574,0.0979041521449016,0.0380491522974785,0.0223567414600802,0.0147566722446699,0.00945962163897783,0.00603802586228493,0.00398894947790507,0.00278255092312128,0.00203912865458638,0.0015536806757685,0.00126798158011488,0.00129176985322302,1,10164168.4362
"79","LBY",0.00725798009033171,0.214473601656277,0.295251204670139,0.205142521935206,0.10981847727775,0.057290953331149,0.0354918813498454,0.0240372572158109,0.0162944965065313,0.0108182150866867,0.00743124064240722,0.00527898374893209,0.00380930801237739,0.00292407940452021,0.0023150601685729,0.00236473890346274,1,21975869.61381
"80","LKA",0,0.0728043176004358,0.349633225007439,0.328563986907834,0.164907363976086,0.0469779734153282,0.0164699281808708,0.00796842842699509,0.0047551725944138,0.00280091863408407,0.00173866956815023,0.00112998657675398,0.000767304270876942,0.000523719862945738,0.000420649761004732,0.000538355216780308,1,8103579.53700001
"81","LTU",0.00588428717748365,0.38025962007701,0.262995799980569,0.129859747864427,0.0797468954549294,0.0480873990284975,0.0277919467365852,0.0186242024400964,0.0135048755623884,0.00891393316834365,0.00649067106606929,0.00498480807929493,0.00386259447983474,0.00322214437019813,0.00283968423543951,0.00293139027883395,1,806891.720458796
"82","LUX",0,0.83813326557787,0.131138626361679,0.0205668999062531,0.00695642077019423,0.00211241045326354,0.000588945372700808,0.000270211482017228,0.000101278668394313,5.68363008456126e-05,2.81319366777154e-05,1.17432925260413e-05,1.17432925260413e-05,1.17432925260413e-05,1.17432925260413e-05,0,1,203000
"83","LVA",0.011547246506969,0.222608477487789,0.260666333842379,0.180588527595866,0.114491657126974,0.0715486285876977,0.0423402467249463,0.0274785353007647,0.0196498849693418,0.0139537297012929,0.00972436962275378,0.0073756331648445,0.00532910846773663,0.00438673598699704,0.00390285494876203,0.00440802996488743,1,1369183.1904
"84","MAR",0.000509566433882896,0.0247456191055911,0.206033019780024,0.275745810225555,0.20731587764775,0.126940651870951,0.0583984637167608,0.0308967860220455,0.0197004506608958,0.0139359046318413,0.0101304324754779,0.00765064515902704,0.00575515588770375,0.00457208919993847,0.00374808211485387,0.00392144506770015,1,23300866.756
"85","MDA",0.00263908231457606,0.210701444210434,0.274265719864555,0.160714804097008,0.120916405204317,0.0832957976992788,0.0487938298253642,0.0296190840343335,0.019716922016598,0.0131732006658548,0.00993840075102484,0.00763576052481326,0.00579199779823347,0.0044496313864852,0.00357145942962241,0.00477646017750112,1,3068801.37
"86","MDG",0,0.0330177116788526,0.172671917637606,0.232451671247451,0.182654676117062,0.130875362136431,0.0814861286646972,0.0488165388987698,0.0311701360457775,0.021364725771152,0.0155769457220734,0.0122226293907139,0.0100559927714408,0.00868259133709592,0.00775719508109906,0.0111957774997773,1,1181753.849
"87","MEX",0.0145203819622422,0.162144728024339,0.244055656051757,0.194195556610332,0.130100223005146,0.0812808944553978,0.0512090436281881,0.0346292573760763,0.0240675712814788,0.0170202671735495,0.0124415372272085,0.00947737218263375,0.0073573809652833,0.0060324447084597,0.00514447714978631,0.00632320819812141,1,151052109.632
"88","MKD",0,0.002206545685394,0.223267706506367,0.284943294235364,0.191348095324316,0.100630137047299,0.0516219655509202,0.0324943099394253,0.0247471099825434,0.0200333268344498,0.0168013568641412,0.014014869955303,0.0115722135586782,0.00947328584115525,0.00816745106516821,0.00867833160947575,1,3219592.712
"89","MLI",0,0.15125255499712,0.292800804150379,0.227316364584353,0.113767913750635,0.0676649309363718,0.0428586426755821,0.0280554573569497,0.0188159458751945,0.0137364483598626,0.0103437180131202,0.00832214840392495,0.00674777838032076,0.00570524892670783,0.00509414677100993,0.00751789681846919,1,604682.91
