"","ISO3","r0_100","r100_200","r200_300","r300_400","r400_500","r500_600","r600_700","r700_800","r800_900","r900_1000","r1000_1100","r1100_1200","r1200_1300","r1300_1400","r1400_1500","r1500","rTOT"
"102","NLD",9518.59918991858,244144.043854303,284185.302656093,224208.505104571,118666.384713152,52010.670707343,24625.210087704,15804.5822624074,11069.0244016442,7093.06616202776,4579.86039937819,3170.45873851374,2264.79566879327,1724.23132430871,1390.48577250563,1387.7430140306,1005842.96405669
"103","NOR",0,140468.222117032,54292.7526728286,16425.5770136407,6528.7874871672,2886.06943536084,1643.98640188387,980.600193787013,670.966236274795,505.858518640076,394.894752185432,325.605743399849,269.026212739598,234.986295861163,207.90847666125,242.860808544417,226078.102366007
"104","NPL",0,9.66414892449807,14.197633949163,7.99635418306613,4.26505894608355,2.88883537984572,2.06770135090342,1.42797370473266,1.03072170045992,0.773390584205153,0.553116452522348,0.385281041276762,0.274170734014398,0.19820477695355,0.148201739271845,0.18220653300346,46.053
"105","NZL",2151.02667639991,42621.6259165335,59610.9803961217,54928.7696738364,40276.7936839976,26065.1010482485,16269.4785491814,11034.6967324555,7745.08182744859,5372.1702444867,3904.59452922677,2999.3681048065,2381.79914496142,2004.37163485558,1773.5626353426,2500.4311187639,281639.851916667
"106","OMN",8129.95895380412,122086.07360011,130684.156154797,77997.9360035267,50728.7125022268,32136.422675383,20851.7173164484,14913.2497538194,11018.5739925418,7884.51502118201,5938.45001959748,4665.0241548506,3668.67353313489,3046.64930030462,2678.90922643155,3490.64769809285,499919.66990625
"107","PAK",834.800986382276,91982.3327075789,147833.978747858,100302.651472589,59196.70507427,33264.1066655969,20012.3152262866,13724.5120360864,10254.2747342218,7729.33730845604,5957.67876024202,4726.56482382186,3806.03146669312,3175.07924352875,2759.69567423682,3828.47523698677,509388.540164835
"108","PAN",2.26503154542072,9306.54714599325,26867.7034286534,27459.06738775,18382.6217942594,10662.51133069,6966.65839876096,5325.22243419561,4345.02843801151,3411.99743040977,2524.88395007396,1855.08206354422,1402.05227095064,1107.71253142308,929.344480530875,1081.94194570778,121630.6400625
"109","PER",14018.8161385769,75341.8040774171,72377.3408115943,44582.0404024989,29419.492168654,19471.2675795967,12798.4616394598,8848.60102069393,6409.88753354256,4746.10169066101,3651.91231582394,2943.14294706813,2406.68730169746,2078.9637225471,1871.56453776077,2793.21175129599,303759.295638889
"110","PHL",141.453454171949,16952.3416802371,135977.202963894,173230.55659695,138157.189229323,77769.9691079954,44972.0991315568,32876.0790757705,25833.6048169303,18596.7589483111,13146.7004861164,9549.69252448269,6987.39653664052,5308.63384739071,4241.81454627401,4245.83101756153,707987.323963606
"111","POL",267.706512401839,12606.9953441083,138702.591512882,270543.123726722,235868.535601279,141095.9543198,71887.6400688605,35315.3210110306,21494.4867426495,14606.8805388766,10354.8420510393,7660.09883762442,5851.02153624343,4581.59883034807,3695.9185531974,3584.53790205833,978117.25308912
"112","PRK",0,0,8816.17906428219,11719.7101386718,8365.17561097248,4507.99901866417,2189.97252122638,1279.55375525126,888.26389322141,629.513604800834,461.809782355619,355.75161405081,286.948061257765,233.000254957118,193.034305649302,213.955652861111,40140.8672782222
"113","PRT",2722.30432632701,105829.590478506,244170.169238329,245798.742509632,162297.97572124,83754.3200714639,36526.8726417727,21982.6403018548,15084.2191824553,10111.905465016,6968.81671617662,5151.47916094197,3735.64576447784,2967.07921643339,2485.13487129814,3166.10377507344,952752.999440999
"114","PSE",0,16103.2647399011,54791.7845332167,52759.3667132569,38534.6272384522,18527.9625669891,13667.1515707122,9855.71404305856,6786.40939472421,4648.47370851715,3270.59832876016,2257.7721853652,1506.07535014024,1047.42643615321,786.990430996196,775.216759756648,225318.834
"115","QAT",1123.31218827912,404589.729658315,490808.00187137,338681.875900002,198794.210797801,131912.460647347,87839.6550732895,65094.5637171158,49739.198359726,36720.3510049148,27075.9417164811,20445.6826893893,15537.4896617172,12421.5330986076,10481.4878447747,10758.816770869,1902024.311
"116","ROU",360.102789714675,40138.9051722954,88569.9440115709,131526.390762562,117891.590428145,78283.7291527175,43940.048889878,26146.075282004,18002.7522784695,13750.0733710268,10784.5603725064,8872.61520294191,7481.15631665202,6400.71079261909,5651.26891254374,6228.94960759811,604028.873343245
"117","RUS",2276.50612464301,74380.183990593,168455.219877601,196929.113400251,154849.33142162,94126.2286168256,46673.6287522547,25453.4760289508,16306.0160898707,11080.625456754,8091.23121763263,6228.76469275732,4920.53079872637,4050.23079705143,3463.61254496698,4139.46991385185,821424.169724349
"118","RWA",57.1106709108312,11236.8563602588,20281.2260214541,17994.7890962343,9535.23121771159,6769.53363486949,5103.49459344612,3868.81425091795,3027.13769810094,2413.32703078957,1912.9604404552,1544.37737007894,1226.7719288295,1007.88313859881,878.3560430999,900.385504243875,87758.2549999999
"119","SAU",5247.19059725262,528378.986866812,780652.278220077,492670.464716906,277529.981322381,146489.872731949,86035.2623490904,56417.3991346653,39408.6563737932,28001.2667663103,20525.4062607509,15558.1234057599,12186.9802608806,9858.28418041669,8288.04277859794,9413.44583870606,2516661.64180435
"120","SDN",0,228307.904275673,387007.985373149,212262.899875624,108098.293677351,48365.1213353445,22006.6901896306,11205.317486091,6279.67433759424,3761.26502870811,2642.96482782648,1978.72838283918,1582.63642643387,1190.51796513665,971.715566254362,916.249052343728,1036577.9638
"121","SEN",0,28478.311396891,85372.6241870429,80468.9221401299,36230.6580345554,16234.7979646232,10730.6749290943,7341.37789900759,4637.49545578818,2764.85769441122,1613.79069895554,1021.15933390106,669.934702903679,455.073967435743,318.169979791934,282.52397261111,276620.372357143
"122","SGP",5.63990112274047,159891.896069558,285398.439384815,267876.256596786,224924.56546427,154091.169891852,111693.535861766,86659.7899304076,70528.7559767312,55827.571210922,45333.7586773423,36436.9681042703,28434.4229987579,22206.211333976,18083.2480567044,18163.4466176392,1585555.67607692
"123","SLV",3360.92078786643,79568.9082036528,61475.2352541473,28603.9363671596,11763.5693165072,4806.38243328203,2546.5590187999,1479.22410353779,886.119400262914,578.878925597163,391.38775920044,275.40268051481,197.11949161989,149.166705679837,130.474109133358,131.240794856798,196344.525351818
"124","SRB",89.205874944609,19064.6698527009,194839.668180396,576141.227305891,551678.489774599,302200.086847545,153295.539146554,83318.4116586056,57171.7491162515,44126.9287545655,34655.5480013492,28145.1724698675,22201.5433999837,17214.7357695939,13685.3174893715,13973.4517365769,2111801.7453788
"125","SUR",0,25047.7989639239,44794.7740318766,32048.0166126092,12161.7282962633,5248.27750834652,2964.64351247721,1874.83203707648,1135.4448994514,737.383852794045,480.633108456803,304.615893030436,196.414557274385,117.679592117961,80.4290534156919,52.46008088614,127245.132
"126","SVK",45.548464949947,21322.2363702559,58707.3912280251,59132.5803810364,40814.0644934844,23173.1301770465,11893.1792937924,6627.01233335892,4284.15855183986,3147.47439711102,2375.17606730178,1887.10546215891,1566.84024853391,1322.63112340705,1143.29842128317,1197.61690920094,238639.443922786
"127","SVN",27.022642326748,713.968385336657,88067.6863727109,275346.661789316,255814.477254211,126849.726420552,56943.8163531727,33755.156279816,23989.9293126685,19161.4388746859,15773.4024471322,12876.359766084,10437.6492374913,8391.68108692733,7167.43769982833,7338.57723774011,942654.99116
"128","SWE",2604.32585926829,54541.2407394351,42658.5469710717,27573.8724225027,15642.8248917722,8355.59125498839,4382.33219275567,2735.81623355277,1966.45744838851,1362.2199799148,987.73338607487,739.715372528956,569.156710086761,469.139187489817,417.736958651605,568.69344977757,165575.40305826
"129","SYR",1623.94595758027,136186.973809814,215391.642885802,149615.733642089,75553.0936280906,40712.9293461263,24230.8805928069,15745.6644659619,11006.8127571863,7908.88513502009,5906.51260723893,4569.89218494097,3594.40354769183,2913.08723453788,2498.90924957392,3292.24119083408,700751.608235295
"130","TCD",0,41484.2480570267,76946.4972060169,55963.1240152398,28914.6906233999,17029.2076285907,8747.64927208279,4387.07200422335,2417.48350173786,1415.1004638995,995.796244500848,711.038615241764,580.666862744053,476.8453529359,464.9117052308,889.658947129,241423.9905
"131","TGO",2.43404865425852,6051.42213402409,26527.3798269859,28378.8396378889,19471.443021161,10533.3707687797,5665.17096162643,3191.1733098525,1951.63546556589,1174.46232321546,770.225452165687,547.612370201739,403.550353255446,320.463810750857,262.171576559252,292.769939312754,105544.125
"132","THA",457.174824439026,85009.4690771295,123200.701124286,99033.3503164135,65404.0878467679,40471.6258369665,25261.9751341164,16701.8518561428,12018.8301160977,8748.84031112263,6687.93777819302,5362.37239203787,4261.58451902263,3508.65995085013,3040.59859939446,3884.88779618679,503053.947479167
"133","TJK",0,0,121196.72897989,126636.200586898,46633.3178628586,25512.3218217779,17876.331529928,11047.5070311953,7194.44681702979,5068.00910869054,3511.85781682074,2590.78689282872,2028.51459110349,1676.15510867007,1355.98256476638,1358.39428754231,373686.555
"134","TKM",15203.4026620318,489273.34434619,552039.287734834,273420.894335039,180502.628022594,120869.121005327,76140.8526226949,50192.042007398,35259.4051533611,24644.1134675972,18171.7587898491,13678.3433282053,10746.5549133348,8640.12627891944,7306.12568347285,9246.18664915228,1885334.187
"135","TTO",0,110947.769260953,120941.811297627,105998.331918661,42636.3487513368,21268.6895937804,22690.3153149332,26308.7352293447,28286.3828761083,30489.4483716168,32927.3400452621,35729.6792623457,38452.814520441,41546.0252637642,45745.702531086,119316.61826274,823286.0125
"136","TUN",4715.08546219402,106751.285812609,121723.506333226,78607.8513659776,43702.0687125297,25723.3388369308,14864.3660413285,9398.74964369427,6394.93444145445,4353.55722916092,3141.55483768524,2358.35456502406,1872.78821156953,1577.22100230706,1350.59775080014,1715.67518208023,428250.935428571
"137","TUR",2260.16070904407,56305.4176211017,281167.893524952,299343.536872894,171865.296038444,79936.1205602491,38785.1650272788,22173.5243605067,14990.0827172372,10635.2202806758,7770.59841561114,5918.56240484952,4611.60442461392,3693.99757742563,3126.67555571792,3699.79523136769,1006283.65132197
"138","TWN",6337.91728543103,134888.025914018,324121.44248015,377885.446307481,295851.81400015,188498.1630167,111277.749085406,80543.848778433,64067.4758329984,49298.0667340654,37980.7859929551,29131.9100693772,22627.0447923789,18104.267592189,15020.8031007695,15996.6747207949,1771631.4357033
"139","TZA",35.2297638770473,37325.2643100936,82468.4447246169,74181.5836939219,38445.603706965,15423.0237923724,8381.63226050105,5341.24051024197,3327.78348388638,2165.04443347083,1505.19582626659,1137.91486133407,887.894474886973,756.337238288175,711.861873227241,1030.87944605,273124.9344
"140","UGA",20.4992242531752,308931.811239608,349503.215012295,142396.120687567,80199.0339181056,52200.4362522242,34298.765952168,24226.1544269651,16950.8775411572,12506.9641511411,9647.98371552576,7697.91201580762,6263.28565009994,5427.33250622403,4867.15640270266,6950.55873272806,1062088.10742857
"141","UKR",776.78900558268,19251.7192666727,132219.94997473,155412.611796624,98386.199996539,56146.4239745142,28034.1011724416,15536.8667835306,10080.0798325814,6753.23277450574,4636.49039945785,3417.51888028268,2567.47290655075,2010.21907836514,1620.11006951842,1527.05103725556,538376.836949153
"142","URY",579.33226117094,40211.91449818,26025.3749901541,11576.3818926555,4940.63199144514,2369.60752003878,1449.6713855559,873.669259166144,503.832928098106,311.01878598013,210.794031588294,151.224002363313,118.284505404306,90.7014150660201,75.6746372585728,106.081340319183,89594.1954444444
"143","USA",11541.4811133627,101212.669843384,171699.102733999,142238.917192071,88395.2378305949,52391.9838991454,31272.4692004002,20078.5762987867,14101.5900803556,10372.4510882422,7936.59437829138,6350.60778764555,5235.75749115227,4471.18759345552,3989.43279881879,5414.97179628163,676703.031125987
"144","UZB",8065.77055832917,268860.867567005,344025.031863438,226269.714713381,277614.370126305,229043.088964314,132778.163306565,80286.6831159626,51730.8080082993,33767.2074805823,24417.7211679438,18351.7688571606,14270.1120353388,11494.5571413437,9767.71416420904,11006.7009824547,1741750.28005263
"145","VEN",2387.67088420236,71461.6164785552,118596.146543989,92714.075974018,45933.200271477,22855.3606670248,13014.1718407881,8169.48084125114,5496.85965834024,3820.71603873102,2844.21146827998,2219.25840052562,1797.91590513533,1533.49388970593,1389.56332899626,2146.95571687501,396380.697907895
"146","VNM",1211.17434054701,39148.8478148002,325362.740633583,400904.036328431,295696.689407315,154507.609606339,81391.6467875104,55950.3711179559,40794.8531555293,27278.4732461505,18250.3703631105,12915.9092350394,9237.59597159428,6901.48857176718,5432.22824996129,5858.39125382574,1480842.42608346
"147","YEM",140.406820632889,30282.1938537204,82616.7656371167,75354.8419663236,36285.3087090877,17543.9589392666,12043.6803326057,7924.98015420716,4920.90796548109,3230.58619470751,2087.74381925414,1356.14146973257,936.789301656412,705.090583144291,532.890366271433,500.452261791949,276462.738375
"148","ZAF",60.4155538409694,13700.5592221815,215999.95558893,513945.785967354,494610.465765659,318464.26739447,181346.150673008,113218.729024373,77301.6563082547,55257.8020695028,41137.8033389399,31427.7906712966,24948.2735602823,20793.9267195788,18134.1611875798,20072.4443642724,2140420.18740952
"149","ZMB",0,0,131251.146336414,189264.019065765,166660.499675049,95182.4223297389,52513.6329118174,35862.1416611949,27410.6397624734,20238.0882682969,14720.7390908191,11075.1590045955,8481.36910919101,6889.17246366095,5836.41989359851,6702.22576071859,772087.675333333
"150","ZWE",0,0,218835.200210334,281424.911847086,185562.397601337,92264.192576227,52205.9202527125,30339.731668992,19501.620613283,11177.3620968246,6921.55791412164,4619.11434993909,3127.67851849566,2249.22492416403,1852.51718556546,2881.68252663119,912963.112285714
