"","ISO3","r0_100","r100_200","r200_300","r300_400","r400_500","r500_600","r600_700","r700_800","r800_900","r900_1000","r1000_1100","r1100_1200","r1200_1300","r1300_1400","r1400_1500","r1500","rTOT"
"49","GIB",0,21421.5475326071,58040.0785349401,51152.3401713097,17726.7619108046,5065.75893593391,2788.04034104044,1483.97615865588,735.076408543244,387.81593675094,184.86358096276,113.392495682541,73.9955705670097,59.1757783722843,43.6690104846684,31.2294533446868,159307.72182
"50","GNQ",0,9676.78168491161,29029.534596362,36328.4390726301,35925.1121172535,27717.2592972551,19151.468263368,13827.5050446517,10687.7084479514,8225.64978227771,6045.05703914501,4460.19694195552,3233.68579870862,2478.0652329282,1975.95067552041,2165.22607508097,210927.64007
"51","GRC",2974.82236258783,68786.1749901545,265136.560880488,291497.000291576,189259.105559907,101828.721173242,55035.9462224249,35151.5199112457,25744.0391737548,19486.7222569175,14652.8838860724,11527.508885821,9079.69470968451,7257.41237087869,5916.69012880399,6714.10365301806,1110048.90645658
"52","GRL",0,3224.61040950781,7114.2569078391,6087.18335453155,3598.32864023862,2154.92126497895,1655.25251923214,1332.23628301852,989.575020441255,720.030825848251,515.630443304053,374.081079141288,278.754962197765,221.147928555896,184.333189934487,167.535171230278,28617.878
"53","GTM",2965.67222451977,65709.1937372643,61636.9626207447,45334.0991879005,22895.7651735023,13283.9706477644,6759.30142835994,3820.99249617631,2353.78876007281,1504.71091491282,1007.18530091639,714.0383009068,520.800510322447,402.354934533475,332.167253455412,365.232874870043,229606.236366222
"54","GUY",60.9528220569987,32211.8832389673,56658.6748750123,37241.5077792128,18778.8241520585,7285.33270162044,2502.10875544941,1321.43737694535,657.042336187975,356.810837096655,231.487207472264,124.69704729512,81.3993222690842,60.5962346424695,47.0386372124051,52.5377698342809,157672.331093333
"55","HKG",467.799422338856,29204.5423367697,139233.707217806,219578.106134826,238380.646004576,167402.87047959,114992.478943689,95274.8590280669,69818.0095566306,42927.628937037,26410.6027234897,17092.1774089295,11417.748338683,8297.04580132423,6337.96152904175,6654.83189758521,1193491.01576038
"56","HND",1394.11922691133,80699.9151927373,89461.9205916121,56776.3525517142,31933.6025757995,18160.2669847351,11260.1944908318,7372.54929246607,5054.69760037534,3641.88450999224,2727.34515560873,2106.93785630936,1685.51721001008,1415.31175397862,1247.15504389937,1626.08315718547,316563.853194167
"57","HRV",913.952646831997,44829.3355654689,55590.7188420469,50345.7699021712,99515.6854829117,89514.0926461425,44219.7100515425,20641.8999963202,13050.6318625795,9405.02826237836,7531.73786132203,6323.50779398731,5247.55953829811,4555.54118591087,4266.42347980195,6848.4048822865,462800
"58","HTI",0,3430.54191918156,30749.0792886048,33775.9425526774,22874.5972093615,10549.2041067505,6418.90328569663,3590.0711617917,2202.91683881478,1482.50628549222,1039.74675224227,730.252979370623,550.369210406746,423.8075262464,337.519065632315,289.481099159102,118444.939281429
"59","HUN",476.159719001061,46459.4950846947,103711.359895374,96757.6819649951,54940.6389362555,31038.9889325806,17676.31611715,10993.1953482979,8001.51935374552,6070.45783273698,4738.45350531939,3921.73038818425,3266.65659100603,2744.23328950495,2336.78416668037,2238.73634733789,395372.407472864
"60","IDN",26.4925147077739,21086.3439069557,109666.621756704,145008.797131271,134550.039133804,95884.004468249,69830.5845000801,58829.4055485053,50524.2079267451,39343.3226426564,29775.1813809275,23247.2596626424,18279.3946002966,14806.3507443034,12584.4035762999,14174.5913059416,837617.00080009
"61","IND",93.3005834745386,8455.08119520485,98549.3151123868,316898.537686378,300763.910125294,166752.303440715,80458.6422351243,49194.2616130222,34275.4679012265,25371.5107902624,18980.2852484648,14075.833827469,10610.8131546894,8156.06757225776,6507.71175123363,6544.80319682304,1145687.84543403
"62","IRL",8293.84904630047,147402.043781073,140606.31010651,118880.60952756,73666.4768218186,31963.0685417929,14066.1472834184,7677.54852790118,4798.07334727325,3177.74317934779,2314.55281057994,1756.25345335371,1362.54206112918,1099.78117136349,903.180297245812,1052.22464280573,559020.404599474
"63","IRN",26769.1530831704,497040.397551408,567821.102668419,299512.859490481,179122.70792028,112341.892487976,70032.2370824363,47920.5348099992,34812.4285210786,25355.939119166,19247.755727213,15169.6996690052,12265.9267883395,10330.2600032409,9049.29045173715,11732.9177535812,1938525.10312753
"64","IRQ",3726.2763934097,459518.044077126,612380.385816581,294476.278270499,155432.734935747,87704.6380933881,52830.9038944262,34588.2722007529,24302.841118849,17471.5571099454,12959.2551447509,9951.65702845205,7860.95621791043,6388.4946444481,5373.22471110745,6714.17532819566,1791679.69498559
"65","ISL",0,46.8019692155281,69.9819829841326,39.4490605308443,11.679440321726,3.72511435947575,2.24377855161989,1.48479128701099,0.924341973595856,0.594542001924033,0.393361822121761,0.25859058552938,0.183691697871655,0.131646146584692,0.102900473074364,0.0922680489607536,178.04748
"66","ISR",969.733979159068,47631.4459255462,90484.435700407,123527.653472623,101645.286319186,68460.2250537519,38643.6294251067,22149.3436966832,15297.7403889198,10975.3173437153,8041.37587205731,6078.67850157617,4683.25313270156,3647.66649806798,2992.87953151062,3248.30604624663,548476.970887258
"67","ITA",4347.70447118282,125955.265123935,167012.578296951,121011.827374585,74138.5450838911,38543.4724289135,21805.3092279095,15139.2245115548,11707.8309281156,9059.33690734277,7205.89278598221,5913.34236009439,4878.44840803699,4148.69221992368,3668.67204904417,4883.18741087558,619419.329588338
"68","JAM",6.35570324759946,45702.9647860696,91247.5786529274,77205.4606238781,31497.6963833623,16041.5582883277,9603.93291174277,4727.95077688078,2268.07694993059,1132.52362883847,601.529516617345,349.068600981995,231.574387620126,187.060870028637,144.514547056713,147.175169489846,281095.021797
"69","JOR",3001.28835674758,241885.508792529,331658.929334363,233779.513966837,135927.713495005,78575.6988006395,41719.4331738529,24274.7850085802,15494.8859254989,10097.911779134,6920.0688475687,5018.22223812221,3887.66740944995,3176.92507214923,2776.07312835326,3386.75589402725,1141581.38122286
"70","JPN",3101.04269893161,43694.024794025,70007.9188024882,73880.8818253488,58162.263292549,38628.2461170404,26288.3487485653,20162.5907194385,15061.6442630999,10321.5461035246,7087.75375355638,5076.08721817801,3703.99490643414,2832.03216208705,2306.54050065697,2519.6797022646,382834.595608188
"71","KAZ",1257.35332158413,35450.8652654401,286758.564035783,322167.468698157,183307.938280808,101377.269432016,53183.1577050915,29996.3692617875,19156.6097383432,13068.7432885483,9535.72639784629,7322.7347081758,5637.89943861651,4561.12570709455,3803.54693332002,3653.85776922534,1080239.22998184
"72","KEN",0,7320.61895931889,35248.2215636343,35351.7437124551,21051.2052231402,9124.23049732155,4755.87827647073,2946.53975337894,1978.50290883493,1419.50102127025,1049.80306874816,776.555746645314,600.867624833464,487.774267195798,417.403661592466,482.865388159785,123011.711673
"73","KGZ",0,987.733145897008,32576.9904741806,38414.738633301,21321.4335132906,11746.1636845231,6926.45186244617,4367.25767204211,3052.91346424872,2204.67139748014,1690.97458405391,1326.19645945697,1049.12231932546,839.684701545009,659.846607990358,733.087746218674,127897.266266
"74","KHM",0,7062.4951502381,65523.0120719882,107599.304306806,102155.757627713,66344.9264855841,33975.8994355321,17392.0166971675,12054.7210565063,9569.14357836012,7675.6212857855,5741.68390197252,4030.46287943226,2907.25995995297,2067.10336735211,1677.37577894324,445776.783583333
"75","KOR",2360.43451610931,63979.7979112432,243429.905356543,305680.393403334,252038.744680208,165896.365997717,101120.71730967,75308.3518434152,59752.2125876902,43784.2585181038,31393.4381860652,22837.4943648411,17050.9534795443,13284.5023947763,11171.2994281382,12739.051577504,1421827.9215549
"76","KWT",57914.394794276,895515.810636111,1047962.51249335,496590.241924413,229392.181952798,119493.488597808,72645.4134900647,48865.7161935967,33798.8532245361,23403.9360261404,16539.4414297253,11999.4453449755,9008.61259374583,7174.33472846937,5976.5321231787,6843.73225747448,3083124.64781067
"77","LAO",0,0,902525.853825966,1222197.50902536,850651.009555927,498589.16692664,306887.15735186,205755.775870343,161052.809914141,125581.857414657,97730.6086265191,79276.7680884862,66774.6605005242,57067.3167986972,52136.2643481059,52771.9718527783,4678998.7301
"78","LBN",0,230766.34385021,470120.990972061,313638.431193552,124389.286625517,48342.2491007748,28404.710735604,18748.6627815778,12018.6484601616,7671.43898579948,5068.04429711491,3535.28953311356,2590.75588853724,1973.98401057252,1610.99729428584,1641.22079612052,1270521.054525
"79","LBY",7250.01927839812,214238.359345572,294927.362597786,204917.514286193,109698.024447409,57228.1145661911,35452.9525860462,24010.8922931033,16276.6241204643,10806.3492817809,7423.08979210849,5273.19357090698,3805.12982722033,2920.8721697347,2312.52092784922,2362.14517332732,998903.16426409
"80","LKA",0,49164.6315260118,236106.720635467,221878.700075122,111361.661684769,31724.145338182,11122.114415197,5381.06612858722,3211.15994424958,1891.45557733047,1174.12059450557,763.078008372353,518.159265677592,353.667130373961,284.064066293491,363.550359861509,675298.294750001
"81","LTU",949.596520862683,61365.6678129893,42441.8267039517,20956.5510745346,12869.4219349751,7760.2648268986,4485.01834343648,3005.54294981247,2179.39445542351,1438.51577405191,1047.45374868656,804.440073451839,623.339101053701,519.984322887159,458.263539658702,473.062909084904,161378.344091759
"82","LUX",0,170141.052912308,26621.1411514208,4175.08068096938,1412.15341634943,428.819322012499,119.555910658264,54.8529308494973,20.5595696840455,11.5377690716594,5.71078314557623,2.38388838278638,2.38388838278638,2.38388838278638,2.38388838278638,0,203000
"83","LVA",3162.05916254941,60958.3570833634,71379.992520036,49451.7552726692,31352.0104758585,19592.6359116897,11594.310818637,7524.629726124,5380.85843866329,3821.04243007909,2662.88868494217,2019.71858957237,1459.30514676866,1201.24903482382,1068.74467808288,1207.08010614067,273836.63808
"84","MAR",409.425502732257,19882.5646060036,165543.032456229,221555.737330722,166573.780740463,101994.041902235,46921.8904075635,24824.8929064939,15828.8819269891,11197.1950672709,8139.58128592296,6147.12632579053,4624.142086186,3673.57383601079,3011.50213616402,3150.79548322257,803478.163999999
"85","MDA",1349.80323708563,107766.813442326,140277.836144064,82200.30183203,61844.7383244137,42603.0430157983,24956.4286359374,15149.1809437846,10084.5528827865,6737.65604177667,5083.16297339234,3905.43872658981,2962.41512970931,2275.83914914013,1826.68326508745,2443.00125607764,511466.895
"86","MDG",0,4877.35098270704,25506.9629103065,34337.5821503948,26981.6083173983,19332.8078679995,12037.0682737019,7211.14159230993,4604.4285307439,3155.98086411104,2301.01444534054,1805.51741592209,1485.46352039579,1282.5857164884,1145.88689306659,1653.83164411367,147719.231125
"87","MEX",9536.23620895272,106488.274929493,160283.137887999,127537.602205005,85443.1006457431,53381.0894794077,33631.4524881519,22742.7060071557,15806.3365903735,11178.0315785432,8170.95845754307,6224.24809545418,4831.94746161897,3961.79782370101,3378.62663664713,4152.75625203737,656748.302747826
"88","MKD",0,1420.83568147791,143766.216138571,183480.27069069,123212.58663225,64797.6111690089,33240.3408133716,20923.6886924885,15935.1229885718,12899.8306146617,10818.7052223,9024.43463354428,7451.56288704559,6100.02441057524,5259.17318500644,5588.13864043747,643918.5424
"89","MLI",0,22864.9587751483,44262.9105759977,34363.5802068719,17198.3782878407,10228.9568358886,6478.9721929303,4241.16389899531,2844.42022655377,2076.54889182661,1563.66737709824,1258.0652285843,1020.06656676186,862.466630819016,770.085873365347,1136.48593131792,151170.7275
"90","MLT",0,722.842903707945,1717.1973544722,1578.98409523264,878.535967078834,549.273118807217,455.853336526426,377.425941004505,291.370977990232,206.840328737436,138.355918061189,94.2827057592994,69.4429050371546,53.4787390740916,42.9986244193584,41.8280840914699,7218.711
"91","MMR",422.750122900425,64400.564328136,99178.35156183,91312.8816207393,63935.5339233049,45262.1670519329,29666.771901374,20638.7496460688,15286.7220987597,11602.0390659471,9267.17687500137,7602.20339237358,6210.72590695269,5239.53850945584,4598.83704305493,6189.96961883494,480814.982666667
"92","MNE",0,0,322437.474671367,413912.791424953,279027.755895175,164505.61096542,91023.8665727661,56324.5027098724,38397.6739478531,27212.2756587493,20657.2379286431,17033.9433809491,13349.7053192792,11677.9724139051,10481.3234930302,13266.4856180365,1479308.62
"93","MNG",0,6004.11472619481,381522.341099871,449964.127299812,224195.555852716,119416.353565178,63685.4913477836,35604.1411197498,22146.9225692203,14859.4599895298,10399.106602104,7954.48847574014,6335.11538500362,4867.42391654505,3888.89351410684,3998.01593644667,1354841.5514
"94","MOZ",1695.6914777982,59631.3238285917,72197.0353853788,45167.7614823201,24467.8604215481,13599.7095801165,8137.4211803069,5463.34010048284,4023.77757118742,2814.53310143505,2186.81538008378,1728.91495298087,1415.19980012263,1186.89007000093,1046.66731162917,1269.04785601712,246031.9895
"95","MRT",0,60091.1095577315,102893.453579743,58734.6860022555,23588.1404421948,7096.66914069151,3735.78426156347,2116.97046022828,1169.45460598105,705.437451831297,473.413440355405,297.916682104274,214.134876634199,147.074040501049,100.175234115597,96.5322240693978,261460.952
"96","MUS",292.696921450954,28096.1882295973,49552.7303727825,42273.7735204368,32539.9027210356,16595.9633183437,10570.1438317385,9403.04946201947,7885.19753423994,4631.46146739823,2655.5204582368,1762.04799327199,1229.77426789335,841.556003748782,648.315872956737,673.592824849349,209651.9148
"97","MYS",3.72978107364181,39415.7447184247,193535.839419495,299465.883132455,289219.812435498,212040.170238778,134281.07479554,97966.1019873443,80531.968724267,65277.5062015607,53157.9671202785,43261.8678997918,34725.2864796946,28490.2740804149,24106.9632649018,26057.5248061956,1621537.71508571
"98","NAM",0,3.60592414897071,1436.26303114053,1858.46783722739,1067.10664805495,603.067367043391,319.33759640267,167.551227558238,97.8024262662597,61.0958481146646,41.0270109436063,29.7847281866748,21.4841744125196,17.1251940761467,13.4417235051004,16.3656629188871,5753.5264
"99","NER",0,4663.20063956769,8858.74606797385,5670.91143581937,3329.03173359003,1677.78187713151,861.030352519734,463.985345775133,268.579909204715,165.025261320009,109.298565748594,76.0884044745593,57.2717568750617,43.8772378172092,34.1748522173227,30.9425599652451,26309.946
"100","NGA",93.7631105226945,53101.9931382009,81892.5828401313,83156.1770437808,59927.9057500909,43863.6176846712,31606.0912161848,23744.3957256831,18536.6363118285,14374.1422357004,11687.4017700419,9912.87113136035,8622.17312920438,7787.94268781637,7349.48068837903,12034.3264329552,467691.500896552
"101","NIC",874.935736221124,67565.3434064541,66304.8732032491,29870.2336260252,9523.81516213911,4727.81786323903,2686.18207631647,1332.95617911987,792.26978189754,510.23194540462,326.683359555667,226.730206433272,162.708170682422,124.351783912622,102.141805289374,128.686569060422,185259.960875
