"","ISO3","r0_100","r100_200","r200_300","r300_400","r400_500","r500_600","r600_700","r700_800","r800_900","r900_1000","r1000_1100","r1100_1200","r1200_1300","r1300_1400","r1400_1500","r1500","rTOT"
"11","BGD",0.0200221919880684,34.8634406483177,67.6364638973436,53.3590543671143,29.5929624842165,15.5678705558538,9.80424980176137,6.70448368633022,4.80713235374036,3.54262030662627,2.69608488427215,2.09988051145787,1.66979315642757,1.38212933654791,1.17926554510754,1.50498162057821,236.430435347683
"12","BGR",0.336766428837619,11.7686702084831,24.1229287938103,28.4521641193024,34.6968905421595,27.6054188273825,13.1509996528922,6.1207699488117,3.73878060490356,2.51648760705607,1.87622688221921,1.42917615975138,1.12866788990823,0.907722932800716,0.780010124063256,0.807947861467522,159.439628583849
"13","BHR",1.37686687996289,142.538582620825,160.589507992935,91.298228608132,48.4431635039859,30.9893878141466,20.007781733156,14.7654660528371,11.8301960016557,9.30623699688524,7.48309102267568,6.20905827177713,4.9202349894189,4.18544008645788,3.59097691294489,4.30474113622723,561.838960624023
"14","BIH",0,0,34.145660863384,60.0789557926007,55.7850642089634,37.7748802009204,21.0686719719281,11.4619103378859,7.6805564489686,5.90496598545475,4.60813768652469,3.75459788562742,3.090806141294,2.58598422774647,2.17185407570993,2.37447238045083,252.486518207459
"15","BLR",2.19984712178698,145.477667752809,208.818686441404,230.656362646327,191.22964843403,100.950433155188,51.6329226837325,30.7015877165591,20.4190803868257,14.0709363846102,10.1033501951434,7.58484928829443,5.8532751730726,4.79059799153286,4.15527439047413,4.9264117552738,1033.57093151706
"16","BOL",2.85120045987822,40.1098590728441,45.9284875592377,31.4683720242813,19.7133778376816,13.9093596568481,9.46191221185491,6.88451555079054,5.19165287067266,3.78943987142656,2.96505028978651,2.45760440785317,2.11122256085848,1.86526733466645,1.74814304002305,2.81301243986949,193.268477188573
"17","BRA",0.0488296914664327,13.0913257061274,12.7001299910867,6.63480145389093,3.86795683872636,2.33272329667949,1.4739839408757,1.02254535320478,0.748931223822857,0.553255210735069,0.429702538699879,0.348353476120564,0.288740705758244,0.249696590748082,0.230067079263312,0.373728434889048,44.3947715320949
"18","BRN",0.00248637690701575,4.4358276238869,11.4580495947653,18.6225995670857,20.5096935841909,19.3125781387608,17.3148823773922,15.6170950133455,13.6259412198017,10.9480178933019,8.56718177204956,6.61386684719777,5.02909714327381,3.97435761511312,3.28579679666019,3.78624467001027,163.103716233743
"19","BWA",0,0.515041776036385,9.49147361212341,11.3723210534866,5.88531303255434,3.33463875711976,1.70161111132623,0.869898069150035,0.522083816170275,0.333694164117589,0.220207245411985,0.159927808025916,0.117127163365488,0.0895938114234496,0.0723023476202446,0.0715506832676019,34.7567844511993
"20","CAN",1.63825285974582,38.0248630580376,54.1005699910641,38.4779054713657,21.6189026819508,13.1038371169222,7.86300828966175,5.13542680671828,3.61361452272042,2.55029776057214,1.87681844400301,1.45946809229635,1.14991155573161,0.94862189815809,0.831794770991924,1.07616194663053,193.46945526657
"21","CHE",0.378999169769066,41.2401849779059,10.5494775948868,2.34512291389888,0.928611065553671,0.410932763972293,0.221880315360122,0.130301679805283,0.0819471745031581,0.0552064123123495,0.0410978478894705,0.0312151253674661,0.0253059343547332,0.0211441481059786,0.0172994813078025,0.0197562550391266,56.4984828600321
"22","CHL",3.42078413562227,62.0201924695461,46.699520961627,22.6477970395514,13.4899831055424,8.09640116772584,4.42128996407067,2.64184586477487,1.78526332150673,1.23861115385292,0.892980807112345,0.684220875364276,0.539429898304788,0.446940181086703,0.39040222642166,0.515219833170077,169.93088300528
"23","CHN",0.121201619810431,8.20364104993639,37.0578525527032,42.0568051463318,25.7620253323644,14.8872584655203,8.49276194173056,5.44459536474403,3.85512678383392,2.73555590524825,2.01603265982756,1.55937067913113,1.22332230436023,0.982151419729087,0.81860527200613,0.847762582225387,156.064069079503
