"ID","Height"
"CoCO2_15573",182.642830502943
"CoCO2_15576",52.9862628707448
"CoCO2_15569",182.642830502943
"CoCO2_15512",182.642830502943
"CoCO2_15625",182.642830502943
"CoCO2_15613",182.642830502943
"CoCO2_15626",182.642830502943
"CoCO2_15488",182.642830502943
"CoCO2_15848",182.642830502943
"CoCO2_02210",72.5955482656107
"CoCO2_05932",125.727227501773
"CoCO2_12629",52.9862628707448
"CoCO2_14963",72.5955482656107
"CoCO2_13151",52.9862628707448
"CoCO2_16094",52.9862628707448
"CoCO2_15233",52.98626
"CoCO2_01162",125.727227501773
"CoCO2_01692",125.727227501773
"CoCO2_13997",125.727227501773
"CoCO2_06215",72.5955482656107
"CoCO2_14290",36.2712
"CoCO2_14299",125.727227501773
"CoCO2_14750",72.5955482656107
"CoCO2_11791",151.4856
"CoCO2_15203",72.5955482656107
"CoCO2_07517",52.9862628707448
"CoCO2_11161",52.9862628707448
"CoCO2_10153",182.642830502943
"CoCO2_10436",182.642830502943
"CoCO2_10154",182.642830502943
"CoCO2_10155",182.642830502943
"CoCO2_01119",125.727227501773
"CoCO2_11874",182.642830502943
"CoCO2_11683",72.5955482656107
"CoCO2_11684",72.5955482656107
"CoCO2_11685",72.5955482656107
"CoCO2_11686",72.5955482656107
"CoCO2_13398",52.9862628707448
"CoCO2_08340",103
"CoCO2_10768",52.9862628707448
"CoCO2_06019",52.9862628707448
"CoCO2_06040",52.9862628707448
"CoCO2_06060",52.9862628707448
"CoCO2_01118",125.727227501773
"CoCO2_12778",53.34
"CoCO2_10888",125.727227501773
"CoCO2_10887",125.727227501773
"CoCO2_10886",125.727227501773
"CoCO2_15070",20
"CoCO2_16387",182.642830502943
"CoCO2_12996",53.34
"CoCO2_14827",182.642830502943
"CoCO2_12880",52.9862628707448
"CoCO2_11278",52.9862628707448
"CoCO2_06796",275
"CoCO2_06353",182.642830502943
"CoCO2_06580",182.642830502943
"CoCO2_06538",182.642830502943
"CoCO2_06566",182.642830502943
"CoCO2_06552",182.642830502943
"CoCO2_06532",182.642830502943
"CoCO2_06551",182.642830502943
"CoCO2_12630",52.9862628707448
"CoCO2_10575",52.9862628707448
"CoCO2_12526",52.9862628707448
"CoCO2_05970",52.9862628707448
"CoCO2_05974",52.9862628707448
"CoCO2_01142",125.727227501773
"CoCO2_13877",125.727227501773
"CoCO2_01128",125.727227501773
"CoCO2_15220",72.5955482656107
"CoCO2_15170",182.642830502943
"CoCO2_06084",125.727227501773
"CoCO2_16060",103
"CoCO2_12527",52.9862628707448
"CoCO2_01135",125.727227501773
"CoCO2_01127",125.727227501773
"CoCO2_01124",125.727227501773
"CoCO2_01221",125.727227501773
"CoCO2_01220",125.727227501773
"CoCO2_01222",125.727227501773
"CoCO2_01263",125.727227501773
"CoCO2_01144",125.727227501773
"CoCO2_01145",125.727227501773
"CoCO2_01147",125.727227501773
"CoCO2_01134",125.727227501773
"CoCO2_12528",52.9862628707448
"CoCO2_15813",126
"CoCO2_11970",182.642830502943
"CoCO2_12529",52.9862628707448
"CoCO2_15812",182.642830502943
"CoCO2_09886",125.727227501773
"CoCO2_12530",52.9862628707448
"CoCO2_11935",106.68
"CoCO2_11789",81.6864
"CoCO2_09736",52.9862628707448
"CoCO2_09744",52.9862628707448
"CoCO2_09722",52.9862628707448
"CoCO2_09718",52.9862628707448
"CoCO2_15980",103
"CoCO2_16146",125.72723
"CoCO2_16149",125.72723
"CoCO2_11239",182.642830502943
"CoCO2_11240",182.642830502943
"CoCO2_11214",182.642830502943
"CoCO2_11216",182.642830502943
"CoCO2_11215",182.642830502943
"CoCO2_11213",182.642830502943
"CoCO2_13115",36.576
"CoCO2_07478",52.9862628707448
"CoCO2_00043",72.5955482656107
"CoCO2_08229",103
"CoCO2_12172",52.9862628707448
"CoCO2_15917",103
"CoCO2_11590",72.5955482656107
"CoCO2_00906",72.5955482656107
"CoCO2_15111",60
"CoCO2_00661",72.5955482656107
"CoCO2_00908",72.5955482656107
"CoCO2_00818",72.5955482656107
"CoCO2_00058",52.9862628707448
"CoCO2_12138",38.1
"CoCO2_00819",72.5955482656107
"CoCO2_12173",52.9862628707448
"CoCO2_09931",52.9862628707448
"CoCO2_01224",125.727227501773
"CoCO2_08139",125.727227501773
"CoCO2_05878",125.727227501773
"CoCO2_15952",103
"CoCO2_09592",52.9862628707448
"CoCO2_09591",52.9862628707448
"CoCO2_01045",52.9862628707448
"CoCO2_01994",125.727227501773
"CoCO2_08194",103
"CoCO2_08200",103
"CoCO2_08145",125.727227501773
"CoCO2_09316",52.9862628707448
"CoCO2_10764",52.9862628707448
"CoCO2_05976",52.9862628707448
"CoCO2_06037",52.9862628707448
"CoCO2_08236",103
"CoCO2_08160",125.727227501773
"CoCO2_13416",28.956
"CoCO2_15457",52.9862628707448
"CoCO2_13417",52.9862628707448
"CoCO2_08183",103
"CoCO2_08198",103
"CoCO2_01693",125.727227501773
"CoCO2_00035",52.9862628707448
"CoCO2_06689",182.642830502943
"CoCO2_06533",182.642830502943
"CoCO2_16204",72.5955482656107
"CoCO2_08199",103
"CoCO2_08228",103
"CoCO2_08192",103
"CoCO2_08175",103
"CoCO2_08271",103
"CoCO2_08272",103
"CoCO2_07761",72.5955482656107
"CoCO2_08085",52.9862628707448
"CoCO2_08134",125.727227501773
"CoCO2_08205",103
"CoCO2_08148",125.727227501773
"CoCO2_07756",72.5955482656107
"CoCO2_00402",52.9862628707448
"CoCO2_06536",182.642830502943
"CoCO2_06556",182.642830502943
"CoCO2_11613",72.5955482656107
"CoCO2_11217",182.642830502943
"CoCO2_11267",52.9862628707448
"CoCO2_11280",52.9862628707448
"CoCO2_02492",182.642830502943
"CoCO2_02372",182.642830502943
"CoCO2_08967",182.642830502943
"CoCO2_08998",182.642830502943
"CoCO2_08991",182.642830502943
"CoCO2_08922",182.642830502943
"CoCO2_08925",182.642830502943
"CoCO2_08945",182.642830502943
"CoCO2_08933",182.642830502943
"CoCO2_08912",182.642830502943
"CoCO2_03184",182.642830502943
"CoCO2_02336",182.642830502943
"CoCO2_09001",52.9862628707448
"CoCO2_08193",103
"CoCO2_07618",125.727227501773
"CoCO2_00483",52.9862628707448
"CoCO2_00489",52.9862628707448
"CoCO2_00479",52.9862628707448
"CoCO2_09788",52.9862628707448
"CoCO2_14609",125.727227501773
"CoCO2_10813",125.727227501773
"CoCO2_09782",52.9862628707448
"CoCO2_09787",52.9862628707448
"CoCO2_09792",52.9862628707448
"CoCO2_07603",52.9862628707448
"CoCO2_10842",125.727227501773
"CoCO2_10825",125.727227501773
"CoCO2_14604",125.727227501773
"CoCO2_14605",125.727227501773
"CoCO2_00038",125.727227501773
"CoCO2_00027",52.9862628707448
"CoCO2_14608",125.727227501773
"CoCO2_07614",125.727227501773
"CoCO2_07619",125.727227501773
"CoCO2_07607",125.727227501773
"CoCO2_10899",52.9862628707448
"CoCO2_09823",72.5955482656107
"CoCO2_10826",125.727227501773
"CoCO2_10840",125.727227501773
"CoCO2_10797",125.727227501773
"CoCO2_07702",52.9862628707448
"CoCO2_10834",125.727227501773
"CoCO2_07609",125.727227501773
"CoCO2_07606",52.9862628707448
"CoCO2_10100",52.9862628707448
"CoCO2_12568",27.432
"CoCO2_10902",52.9862628707448
"CoCO2_09317",52.9862628707448
"CoCO2_10094",52.9862628707448
"CoCO2_10798",125.727227501773
"CoCO2_10829",125.727227501773
"CoCO2_10912",125.727227501773
"CoCO2_07604",52.9862628707448
"CoCO2_09812",72.5955482656107
"CoCO2_10789",52.9862628707448
"CoCO2_07602",52.9862628707448
"CoCO2_07605",52.9862628707448
"CoCO2_07597",52.9862628707448
"CoCO2_07594",52.9862628707448
"CoCO2_07613",125.727227501773
"CoCO2_01346",125.727227501773
"CoCO2_10020",125.727227501773
"CoCO2_12174",52.9862628707448
"CoCO2_12435",52.9862628707448
"CoCO2_09726",52.9862628707448
"CoCO2_02456",182.642830502943
"CoCO2_03185",182.642830502943
"CoCO2_09758",125.727227501773
"CoCO2_09760",125.727227501773
"CoCO2_09750",125.727227501773
"CoCO2_09761",125.727227501773
"CoCO2_09756",125.727227501773
"CoCO2_11668",91.1352
"CoCO2_13152",52.9862628707448
"CoCO2_15349",52.9862628707448
"CoCO2_14074",125.727227501773
"CoCO2_13954",125.727227501773
"CoCO2_14142",125.727227501773
"CoCO2_01911",182.642830502943
"CoCO2_01912",182.642830502943
"CoCO2_01899",182.642830502943
"CoCO2_00951",72.5955482656107
"CoCO2_14469",52.9862628707448
"CoCO2_01347",125.727227501773
"CoCO2_00627",72.5955482656107
"CoCO2_11806",124.968
"CoCO2_01469",125.727227501773
"CoCO2_01349",125.727227501773
"CoCO2_00624",72.5955482656107
"CoCO2_00625",72.5955482656107
"CoCO2_01472",125.727227501773
"CoCO2_00626",72.5955482656107
"CoCO2_10741",52.9862628707448
"CoCO2_00149",125.727227501773
"CoCO2_10898",125
"CoCO2_10910",125.727227501773
"CoCO2_13878",125.727227501773
