"ID","ISO3","fuel","longitude","latitude","co2_emis_ty","nox_emis_ty","sox_emis_ty","co_emis_ty","ch4_emis_ty","ID_MonthFact","ID_WeekFact","ID_HourFact","ID_VertProf"
"CoCO2_02938","CHN","coal",110.738259,32.649874,280668.795154489,315.152035844826,215.377168992893,30.5198772198589,2.96690058302842,"FM_040","FW_281","FH_266","VP_02710"
"CoCO2_02939","CHN","coal",113.498244,23.065526,982340.783040711,1103.03212545689,753.820091475127,106.819570269506,10.3841520405995,"FM_040","FW_281","FH_266","VP_04248"
"CoCO2_02940","CHN","coal",119.9144442,32.1872059,4677813.25257482,5252.53393074711,3589.61948321489,508.664620330982,49.4483430504737,"FM_040","FW_281","FH_266","VP_03975"
"CoCO2_02941","CHN","coal",113.500497,23.063463,1543678.37334969,1733.33619714655,1184.57442946091,167.859324709224,16.3179532066563,"FM_040","FW_281","FH_266","VP_04249"
"CoCO2_02942","CHN","coal",113.500497,23.063463,1543678.37334969,1733.33619714655,1184.57442946091,167.859324709224,16.3179532066563,"FM_040","FW_281","FH_266","VP_04249"
"CoCO2_02943","CHN","coal",90.126799,42.974907,1637234.63840119,1838.38687576149,1256.36681912521,178.032617115844,17.3069200676658,"FM_040","FW_281","FH_266","VP_04262"
"CoCO2_02944","CHN","coal",90.126799,42.974907,1637234.63840119,1838.38687576149,1256.36681912521,178.032617115844,17.3069200676658,"FM_040","FW_281","FH_266","VP_04262"
"CoCO2_02945","CHN","coal",86.098411,44.455971,1543678.37334969,1733.33619714655,1184.57442946091,167.859324709224,16.3179532066563,"FM_040","FW_281","FH_266","VP_04263"
"CoCO2_02946","CHN","coal",86.098411,44.455971,1543678.37334969,1733.33619714655,1184.57442946091,167.859324709224,16.3179532066563,"FM_040","FW_281","FH_266","VP_04263"
"CoCO2_02947","CHN","coal",116.260905,24.392372,631504.7890976,709.092080650859,484.59863023401,68.6697237446826,6.67552631181395,"FM_040","FW_281","FH_266","VP_04264"
"CoCO2_02948","CHN","coal",116.260905,24.392372,631504.7890976,709.092080650859,484.59863023401,68.6697237446826,6.67552631181395,"FM_040","FW_281","FH_266","VP_04264"
"CoCO2_02949","CHN","coal",116.260905,24.392372,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04264"
"CoCO2_02950","CHN","coal",116.260905,24.392372,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04264"
"CoCO2_02951","CHN","coal",116.260905,24.392372,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04264"
"CoCO2_02952","CHN","coal",116.260905,24.392372,1403343.97577244,1575.76017922413,1076.88584496447,152.599386099295,14.8345029151421,"FM_040","FW_281","FH_266","VP_04264"
"CoCO2_02953","CHN","coal",114.640278,23.567222,2910067.62442679,3267.60135831778,2233.10228050798,316.440260307904,30.7618142116997,"FM_040","FW_281","FH_266","VP_04267"
"CoCO2_02954","CHN","coal",114.640278,23.567222,2910067.62442679,3267.60135831778,2233.10228050798,316.440260307904,30.7618142116997,"FM_040","FW_281","FH_266","VP_04267"
