"ID_VertProf","r0_100","r100_200","r200_300","r300_400","r400_500","r500_600","r600_700","r700_800","r800_900","r900_1000","r1000_1100","r1100_1200","r1200_1300","r1300_1400","r1400_1500","r1500","rTOT"
"VP_00060",0,0,0.186914412657565,0.285203274029915,0.218426082722841,0.136058367085812,0.062385670408976,0.0328460614912877,0.0207450596097772,0.0137325061372152,0.00998216505806336,0.00843064127532229,0.00702169882687753,0.00597235522457061,0.00533045384528014,0.0069512516264975,1
"VP_00061",0,0.105946396069452,0.275158441961162,0.25565317523856,0.144767151446957,0.0848253376434108,0.052851268777287,0.0302785040799752,0.0174085624717799,0.0106342021922253,0.00720753567708061,0.00464730240995907,0.003298632597486,0.00257062792037074,0.00195763661520459,0.0027952248990899,1
"VP_00062",0,0.912370547676824,0.0785215961306202,0.00696178237991293,0.00151422570486218,0.000417671304145808,0.000113915934492564,5.14943455363617e-05,3.20442469686826e-05,1.67222766368058e-05,0,0,0,0,0,0,1
"VP_00063",0.000566541120197325,0.155868366095179,0.215406657311473,0.178346727610038,0.112213889415833,0.0885409295815675,0.0648397380055059,0.0447043884302736,0.0324941498913468,0.0235050877667992,0.0179679362929083,0.0148299556654846,0.0121940037466405,0.0108682609253652,0.0100976887987825,0.0175556793426058,1
"VP_00064",0,0.11234822369558,0.279603723923895,0.252544786917705,0.127377626730216,0.0713134835045569,0.0474112125628447,0.0299562515187221,0.0192821672825795,0.0139820719703253,0.010719454177297,0.00856171319098496,0.00722236124725257,0.00625767615520907,0.00546336875707778,0.00795587836575476,1
"VP_00065",0,0.0471278858466929,0.220857408273467,0.234162322773399,0.182225582474976,0.114565797412011,0.0646337297961623,0.0374772964568648,0.0244466105605147,0.0180433149551435,0.0137023217541247,0.010778395408184,0.00920495420456921,0.00782622106244112,0.00645512273124201,0.00849303629020863,1
"VP_00066",0,0.0790232455486019,0.22827551792803,0.230248498961544,0.116565850176274,0.0774201568692985,0.0550504272172386,0.0401687147390554,0.0319010623128327,0.0254054902103788,0.0213275154943028,0.0182137402787467,0.0166668770395976,0.0162193437804718,0.0163694049797885,0.0271441544638383,1
"VP_00067",0,0.0756808539864366,0.25188853787015,0.240695882859494,0.167471274859287,0.101391775069001,0.056703127491757,0.0336736921810485,0.0203663234419782,0.0133610445676732,0.00977852671519828,0.00757969575522718,0.0061797330712675,0.00497172238241249,0.0040448837956225,0.00621292595344703,1
"VP_00068",0,0.0237757983128973,0.284733170902239,0.30512445859044,0.193976097779009,0.0777909172054356,0.0394688934669362,0.0266067433707689,0.0186976552342015,0.0118485085608607,0.00666816977348605,0.00362600364689691,0.00271429091496401,0.00204892504993281,0.00139950969370657,0.00152085749822613,1
"VP_00069",0,0.154180776389953,0.318735618730502,0.245612400800309,0.112452806733555,0.058152180460349,0.0348254591509989,0.0235152211807996,0.014874470020838,0.0104287430343042,0.00765767949711049,0.00579084636448013,0.00434571870440595,0.00367051023822453,0.00299869641942404,0.0027588722747465,1
"VP_00070",0,0.143837464080191,0.379494870018226,0.313093897397451,0.12214765010096,0.0240545043326281,0.00821436053092277,0.00383480781637113,0.00212163469706269,0.00138395682395573,0.000789993605076845,0.000388049182580896,0.000251574350833667,0.000161011865860097,0.000141862113715319,8.43630841648845e-05,1
"VP_00071",0,0.0623560451193118,0.244379178376023,0.262541048213416,0.131159458550755,0.0749884256078298,0.0546080983079022,0.0395318898727187,0.028606713468096,0.0216855854673045,0.017392268337882,0.014485472534619,0.01220466993697,0.0106997978170675,0.0101261554835393,0.0152351929065657,1
"VP_00072",0,0.145273315426852,0.377989610213399,0.334155915378503,0.095713272316491,0.0219788091682037,0.0116557529913321,0.00646826192194067,0.00326125908965459,0.00172445334644288,0.000848868981980991,0.000404855777858703,0.000200899564757991,0.000127720077704182,7.47274751946052e-05,0.000122278269684891,1
"VP_00073",0,0.173671695270063,0.325333811172255,0.224909714223475,0.118637622991288,0.0578562276161553,0.0343944353944487,0.022107861722266,0.0140135324770152,0.00936380181357144,0.00651233002882641,0.00448960479278469,0.00304052801160641,0.00225646973093679,0.00181720289687108,0.00159516185843713,1
"VP_00074",0,0.0829474086735491,0.27700535011506,0.286386150848017,0.161988002049729,0.0853068098351929,0.0426758666638115,0.0220118230384989,0.0122446484814256,0.0077880055710278,0.00556215094478869,0.00405458842121093,0.00318065494510361,0.00272302691135006,0.00249588351462738,0.00362962998660781,1
"VP_00075",0.00419273035617461,0.0979079015136863,0.145930540402321,0.142133618780853,0.112723427925894,0.0887682849430593,0.0692151325972133,0.0549997157877733,0.0468711962688474,0.0395363332019284,0.0351663020520544,0.0316736263079614,0.0289692990370396,0.0271805828816636,0.0266564112258047,0.0480748967177259,1
"VP_00076",0,0.24479029044679,0.404512066970951,0.266700984279634,0.0617479094366713,0.012348222180774,0.00442144687297583,0.0024885479106154,0.00137959331807611,0.000641828856803444,0.000375322974493628,0.000238450685977002,0.000161432629036595,9.6086662009674e-05,4.89083875958503e-05,4.89083875958503e-05,1
"VP_00077",0,0,0.225431839472711,0.250987587717017,0.242059929795096,0.0724586404004098,0.0476885919307914,0.0468997237211542,0.0397878345732605,0.0238636609172814,0.0149912777210709,0.0104568390080286,0.00816507079314654,0.00644008900392099,0.00539272652663873,0.00537618841947268,1
"VP_00078",0.00419273035617461,0.0979079015136863,0.145930540402321,0.142133618780853,0.112723427925894,0.0887682849430594,0.0692151325972133,0.0549997157877733,0.0468711962688474,0.0395363332019284,0.0351663020520544,0.0316736263079614,0.0289692990370396,0.0271805828816636,0.0266564112258047,0.0480748967177259,1
"VP_00079",0,0,0.374517114865348,0.389692535955595,0.185437899235106,0.0335509586727338,0.00817228792522982,0.00336957063555093,0.00235255083026057,0.00136998614457054,0.000705323594129504,0.000451306752107239,0.000245332411593781,8.55050397428239e-05,2.48139690157344e-05,2.48139690157344e-05,1
"VP_00080",0,0.211288309533261,0.317758167181229,0.180046342629404,0.0955243095004242,0.0615444586556262,0.0413533480827627,0.0272181792549943,0.0188773174940014,0.0136310084115827,0.0101115081908527,0.00707262479685773,0.00518912399921892,0.0038307847187007,0.00304578371795922,0.0035087338331254,1
"VP_00081",0.000867486935837687,0.0527513105721694,0.10877470128826,0.13825867269394,0.134729059737841,0.120394220674987,0.108110991842533,0.0860710631970188,0.0675980170674336,0.0518351271296499,0.0391916563539247,0.0293576310537476,0.0210059980717888,0.0160745374605793,0.0124192911386812,0.012560234781609,1
"VP_00082",0,0.201377066893506,0.297627291420626,0.195207928021403,0.109784818224492,0.0645206174137506,0.039340761416501,0.0249510250320137,0.0160695847785582,0.0115287370499589,0.00903872334633688,0.00714433098949945,0.00606011008980026,0.00520285862038546,0.00473924999043997,0.00740689671272861,1
"VP_00083",0.00455319099022597,0.376553019259614,0.310148541568131,0.138010612318969,0.0722387175806795,0.0370656987125173,0.0200827225904353,0.0122875710318788,0.00766945403952863,0.00486135318212111,0.0038503746926358,0.00291104522073246,0.00247829698681155,0.00229949049379922,0.00203445352656524,0.00295545780535471,1
"VP_00084",0,0.120196835841525,0.179481738368381,0.183864808824558,0.121592759393235,0.0907604534697282,0.0647326781089761,0.0485772868174886,0.0387961795883857,0.0310119509867331,0.0260930937462287,0.0219830633902613,0.0186628010396307,0.016441663574277,0.0153852153740765,0.0224194714765146,1
"VP_00085",0,0.120196835841525,0.179481738368381,0.183864808824558,0.121592759393235,0.0907604534697282,0.0647326781089761,0.0485772868174886,0.0387961795883857,0.0310119509867331,0.0260930937462287,0.0219830633902613,0.0186628010396307,0.0164416635742771,0.0153852153740765,0.0224194714765146,1
"VP_00086",0,0.120196835841525,0.179481738368381,0.183864808824558,0.121592759393235,0.0907604534697282,0.0647326781089761,0.0485772868174886,0.0387961795883857,0.0310119509867331,0.0260930937462287,0.0219830633902613,0.0186628010396307,0.016441663574277,0.0153852153740765,0.0224194714765146,1
"VP_00087",0,0.141362116083281,0.2045037494197,0.194777829341468,0.127629575617464,0.0854736588077057,0.0550079861880565,0.0388155769087119,0.0301405697555996,0.0235820813949426,0.0192539235745792,0.0167596879119201,0.0150270474894217,0.0142838443107041,0.0131707882697359,0.0202115649267098,1
"VP_00088",0,0.861629890471023,0.11873071954186,0.0134277078989019,0.00406343373328879,0.00130048171976982,0.000319558815350494,0.000181465851487617,0.000115740025436055,0.000115740025436055,8.42782216725558e-05,3.09836957735482e-05,0,0,0,0,1
"VP_00089",0,0,0.235981780207684,0.300828264772198,0.201218488436661,0.0988528964304768,0.0533141195716378,0.0326799680041431,0.0220486599993868,0.0153581554550512,0.0110892469690939,0.0082534083312247,0.00624541702674851,0.00489139663454847,0.00443797614232778,0.00480022201881715,1
"VP_00090",0,0,0.235981780207684,0.300828264772198,0.201218488436661,0.0988528964304768,0.0533141195716378,0.0326799680041431,0.0220486599993868,0.0153581554550512,0.0110892469690939,0.0082534083312247,0.00624541702674851,0.00489139663454847,0.00443797614232778,0.00480022201881715,1
"VP_00091",0,0.0833485928763355,0.102220875683976,0.120985288397269,0.0874723517434807,0.0644953683391559,0.0611808307031043,0.0603484018754518,0.058855211799341,0.0553521318183829,0.051628309273476,0.0481193367456796,0.0448061099502003,0.0423718217717987,0.0416134495985502,0.0772019194237978,1
"VP_00092",5.79106812975747e-05,0.168307360806261,0.222280394703239,0.157012968751961,0.110244919046064,0.0816539761865646,0.0567766410046341,0.0428496358126948,0.033933924807629,0.027430707383275,0.0227437335175535,0.0192637880161759,0.0155898003226776,0.0136580733844634,0.0120381871466999,0.0161579784288089,1
"VP_00093",0.0138376986255858,0.511401683987241,0.27025157555857,0.0955586847509895,0.0470291555552124,0.0249639364470812,0.0126062874890732,0.00756807944247382,0.00504837805539887,0.0032732070706967,0.00245138856084504,0.00173596633008038,0.00133192666817265,0.000979977486310509,0.000756879056656488,0.0012051749156134,1
